trip_id,stop_id,arrival_time,departure_time,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,route_id,service_id,direction_id,shape_id,stop_name,stop_code,location_type,location_sub_type,parent_station,wheelchair_boarding,stop_direction,geometry,short_names
C34268106997,009220,26400.0,26400.0,0,Széll Kálmán tér M,,1,0.0,3060,C34268REHHKMK-011,1,B692,Móricz Zsigmond körtér M,,,,,1.0,,POINT (19.048349 47.477499),6
C34268106997,F02153,26520.0,26520.0,1,Széll Kálmán tér M,,,477.0,3060,C34268REHHKMK-011,1,B692,Budafoki út / Karinthy Frigyes út,,,,,1.0,114,POINT (19.054107 47.475827),6
C34268106997,F02225,26580.0,26580.0,2,Széll Kálmán tér M,,,960.0,3060,C34268REHHKMK-011,1,B692,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),6
C34268106997,F01374,26700.0,26700.0,3,Széll Kálmán tér M,,,1622.0,3060,C34268REHHKMK-011,1,B692,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),6
C34268106997,F01380,26820.0,26820.0,4,Széll Kálmán tér M,,,1942.0,3060,C34268REHHKMK-011,1,B692,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),6
C34268106997,F01191,26880.0,26880.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
C34268106997,F01199,27000.0,27000.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
C34268106997,F01200,27060.0,27060.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
C34268106997,F01168,27180.0,27180.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
C34268106997,F01111,27240.0,27240.0,9,Széll Kálmán tér M,,,3965.0,3060,C34268REHHKMK-011,1,B692,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),6
C34268106997,F01035,27300.0,27300.0,10,Széll Kálmán tér M,,,4369.0,3060,C34268REHHKMK-011,1,B692,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),6
C34268106997,F01082,27420.0,27420.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
C34268106997,F00933,27540.0,27540.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
C34268106997,F00925,27660.0,27660.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
C34268106997,F00141,27780.0,27780.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
C34268106997,F00192,27840.0,27840.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
C34268106997,F00198,27960.0,27960.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
C34268106997,F00307,28080.0,28080.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
C34268106997,F02476,28200.0,28200.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
C3426814107,009220,27360.0,27360.0,0,Széll Kálmán tér M,,1,0.0,3060,C34268REHHKMK-011,1,B692,Móricz Zsigmond körtér M,,,,,1.0,,POINT (19.048349 47.477499),6
C3426814107,F02153,27480.0,27480.0,1,Széll Kálmán tér M,,,477.0,3060,C34268REHHKMK-011,1,B692,Budafoki út / Karinthy Frigyes út,,,,,1.0,114,POINT (19.054107 47.475827),6
C3426814107,F02225,27540.0,27540.0,2,Széll Kálmán tér M,,,960.0,3060,C34268REHHKMK-011,1,B692,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),6
C3426814107,F01374,27660.0,27660.0,3,Széll Kálmán tér M,,,1622.0,3060,C34268REHHKMK-011,1,B692,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),6
C3426814107,F01380,27780.0,27780.0,4,Széll Kálmán tér M,,,1942.0,3060,C34268REHHKMK-011,1,B692,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),6
C3426814107,F01191,27840.0,27840.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
C3426814107,F01199,27960.0,27960.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
C3426814107,F01200,28020.0,28020.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
C3426814107,F01168,28140.0,28140.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
C3426814107,F01111,28200.0,28200.0,9,Széll Kálmán tér M,,,3965.0,3060,C34268REHHKMK-011,1,B692,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),6
C3426814107,F01035,28260.0,28260.0,10,Széll Kálmán tér M,,,4369.0,3060,C34268REHHKMK-011,1,B692,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),6
C3426814107,F01082,28380.0,28380.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
C3426814107,F00933,28500.0,28500.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
C3426814107,F00925,28620.0,28620.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
C3426814107,F00141,28740.0,28740.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
C3426814107,F00192,28800.0,28800.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
C3426814107,F00198,28920.0,28920.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
C3426814107,F00307,29040.0,29040.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
C3426814107,F02476,29160.0,29160.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
C342682005,F01998,26040.0,26040.0,0,Széll Kálmán tér M,,,0.0,3040,C34268REHHKMK-011,1,0976,Újbuda-központ M,,,,,1.0,,POINT (19.046863 47.474045),4
C342682005,F01992,26160.0,26160.0,1,Széll Kálmán tér M,,,546.0,3040,C34268REHHKMK-011,1,0976,Budafoki út / Szerémi sor,,,,,1.0,55,POINT (19.053736 47.474091),4
C342682005,F02225,26220.0,26220.0,2,Széll Kálmán tér M,,,1090.0,3040,C34268REHHKMK-011,1,0976,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),4
C342682005,F01374,26340.0,26340.0,3,Széll Kálmán tér M,,,1752.0,3040,C34268REHHKMK-011,1,0976,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),4
C342682005,F01380,26460.0,26460.0,4,Széll Kálmán tér M,,,2072.0,3040,C34268REHHKMK-011,1,0976,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),4
C342682005,F01191,26520.0,26520.0,5,Széll Kálmán tér M,,,2390.0,3040,C34268REHHKMK-011,1,0976,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),4
C342682005,F01199,26640.0,26640.0,6,Széll Kálmán tér M,,,2937.0,3040,C34268REHHKMK-011,1,0976,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),4
C342682005,F01200,26700.0,26700.0,7,Széll Kálmán tér M,,,3219.0,3040,C34268REHHKMK-011,1,0976,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),4
C342682005,F01168,26820.0,26820.0,8,Széll Kálmán tér M,,,3665.0,3040,C34268REHHKMK-011,1,0976,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),4
C342682005,F01111,26880.0,26880.0,9,Széll Kálmán tér M,,,4095.0,3040,C34268REHHKMK-011,1,0976,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),4
C342682005,F01035,26940.0,26940.0,10,Széll Kálmán tér M,,,4499.0,3040,C34268REHHKMK-011,1,0976,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),4
C342682005,F01082,27060.0,27060.0,11,Széll Kálmán tér M,,,4903.0,3040,C34268REHHKMK-011,1,0976,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),4
C342682005,F00933,27180.0,27180.0,12,Széll Kálmán tér M,,,5584.0,3040,C34268REHHKMK-011,1,0976,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),4
C342682005,F00925,27300.0,27300.0,13,Széll Kálmán tér M,,,6271.0,3040,C34268REHHKMK-011,1,0976,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),4
C342682005,F00141,27420.0,27420.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
C342682005,F00192,27480.0,27480.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
C342682005,F00198,27600.0,27600.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
C342682005,F00307,27720.0,27720.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
C342682005,F02476,27840.0,27840.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
C342682011,009220,26160.0,26160.0,0,Széll Kálmán tér M,,1,0.0,3060,C34268REHHKMK-011,1,B692,Móricz Zsigmond körtér M,,,,,1.0,,POINT (19.048349 47.477499),6
C342682011,F02153,26280.0,26280.0,1,Széll Kálmán tér M,,,477.0,3060,C34268REHHKMK-011,1,B692,Budafoki út / Karinthy Frigyes út,,,,,1.0,114,POINT (19.054107 47.475827),6
C342682011,F02225,26340.0,26340.0,2,Széll Kálmán tér M,,,960.0,3060,C34268REHHKMK-011,1,B692,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),6
C342682011,F01374,26460.0,26460.0,3,Széll Kálmán tér M,,,1622.0,3060,C34268REHHKMK-011,1,B692,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),6
C342682011,F01380,26580.0,26580.0,4,Széll Kálmán tér M,,,1942.0,3060,C34268REHHKMK-011,1,B692,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),6
C342682011,F01191,26640.0,26640.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
C342682011,F01199,26760.0,26760.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
C342682011,F01200,26820.0,26820.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
C342682011,F01168,26940.0,26940.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
C342682011,F01111,27000.0,27000.0,9,Széll Kálmán tér M,,,3965.0,3060,C34268REHHKMK-011,1,B692,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),6
C342682011,F01035,27060.0,27060.0,10,Széll Kálmán tér M,,,4369.0,3060,C34268REHHKMK-011,1,B692,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),6
C342682011,F01082,27180.0,27180.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
C342682011,F00933,27300.0,27300.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
C342682011,F00925,27420.0,27420.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
C342682011,F00141,27540.0,27540.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
C342682011,F00192,27600.0,27600.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
C342682011,F00198,27720.0,27720.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
C342682011,F00307,27840.0,27840.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
C342682011,F02476,27960.0,27960.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
C342682015,F01998,26280.0,26280.0,0,Széll Kálmán tér M,,,0.0,3040,C34268REHHKMK-011,1,0976,Újbuda-központ M,,,,,1.0,,POINT (19.046863 47.474045),4
C342682015,F01992,26400.0,26400.0,1,Széll Kálmán tér M,,,546.0,3040,C34268REHHKMK-011,1,0976,Budafoki út / Szerémi sor,,,,,1.0,55,POINT (19.053736 47.474091),4
C342682015,F02225,26460.0,26460.0,2,Széll Kálmán tér M,,,1090.0,3040,C34268REHHKMK-011,1,0976,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),4
C342682015,F01374,26580.0,26580.0,3,Széll Kálmán tér M,,,1752.0,3040,C34268REHHKMK-011,1,0976,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),4
C342682015,F01380,26700.0,26700.0,4,Széll Kálmán tér M,,,2072.0,3040,C34268REHHKMK-011,1,0976,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),4
C342682015,F01191,26760.0,26760.0,5,Széll Kálmán tér M,,,2390.0,3040,C34268REHHKMK-011,1,0976,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),4
C342682015,F01199,26880.0,26880.0,6,Széll Kálmán tér M,,,2937.0,3040,C34268REHHKMK-011,1,0976,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),4
C342682015,F01200,26940.0,26940.0,7,Széll Kálmán tér M,,,3219.0,3040,C34268REHHKMK-011,1,0976,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),4
C342682015,F01168,27060.0,27060.0,8,Széll Kálmán tér M,,,3665.0,3040,C34268REHHKMK-011,1,0976,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),4
C342682015,F01111,27120.0,27120.0,9,Széll Kálmán tér M,,,4095.0,3040,C34268REHHKMK-011,1,0976,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),4
C342682015,F01035,27180.0,27180.0,10,Széll Kálmán tér M,,,4499.0,3040,C34268REHHKMK-011,1,0976,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),4
C342682015,F01082,27300.0,27300.0,11,Széll Kálmán tér M,,,4903.0,3040,C34268REHHKMK-011,1,0976,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),4
C342682015,F00933,27420.0,27420.0,12,Széll Kálmán tér M,,,5584.0,3040,C34268REHHKMK-011,1,0976,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),4
C342682015,F00925,27540.0,27540.0,13,Széll Kálmán tér M,,,6271.0,3040,C34268REHHKMK-011,1,0976,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),4
C342682015,F00141,27660.0,27660.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
C342682015,F00192,27720.0,27720.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
C342682015,F00198,27840.0,27840.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
C342682015,F00307,27960.0,27960.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
C342682015,F02476,28080.0,28080.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
C342682030,F01998,26520.0,26520.0,0,Széll Kálmán tér M,,,0.0,3040,C34268REHHKMK-011,1,0976,Újbuda-központ M,,,,,1.0,,POINT (19.046863 47.474045),4
C342682030,F01992,26640.0,26640.0,1,Széll Kálmán tér M,,,546.0,3040,C34268REHHKMK-011,1,0976,Budafoki út / Szerémi sor,,,,,1.0,55,POINT (19.053736 47.474091),4
C342682030,F02225,26700.0,26700.0,2,Széll Kálmán tér M,,,1090.0,3040,C34268REHHKMK-011,1,0976,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),4
C342682030,F01374,26820.0,26820.0,3,Széll Kálmán tér M,,,1752.0,3040,C34268REHHKMK-011,1,0976,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),4
C342682030,F01380,26940.0,26940.0,4,Széll Kálmán tér M,,,2072.0,3040,C34268REHHKMK-011,1,0976,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),4
C342682030,F01191,27000.0,27000.0,5,Széll Kálmán tér M,,,2390.0,3040,C34268REHHKMK-011,1,0976,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),4
C342682030,F01199,27120.0,27120.0,6,Széll Kálmán tér M,,,2937.0,3040,C34268REHHKMK-011,1,0976,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),4
C342682030,F01200,27180.0,27180.0,7,Széll Kálmán tér M,,,3219.0,3040,C34268REHHKMK-011,1,0976,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),4
C342682030,F01168,27300.0,27300.0,8,Széll Kálmán tér M,,,3665.0,3040,C34268REHHKMK-011,1,0976,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),4
C342682030,F01111,27360.0,27360.0,9,Széll Kálmán tér M,,,4095.0,3040,C34268REHHKMK-011,1,0976,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),4
C342682030,F01035,27420.0,27420.0,10,Széll Kálmán tér M,,,4499.0,3040,C34268REHHKMK-011,1,0976,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),4
C342682030,F01082,27540.0,27540.0,11,Széll Kálmán tér M,,,4903.0,3040,C34268REHHKMK-011,1,0976,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),4
C342682030,F00933,27660.0,27660.0,12,Széll Kálmán tér M,,,5584.0,3040,C34268REHHKMK-011,1,0976,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),4
C342682030,F00925,27780.0,27780.0,13,Széll Kálmán tér M,,,6271.0,3040,C34268REHHKMK-011,1,0976,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),4
C342682030,F00141,27900.0,27900.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
C342682030,F00192,27960.0,27960.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
C342682030,F00198,28080.0,28080.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
C342682030,F00307,28200.0,28200.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
C342682030,F02476,28320.0,28320.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
C342682036,009220,26640.0,26640.0,0,Széll Kálmán tér M,,1,0.0,3060,C34268REHHKMK-011,1,B692,Móricz Zsigmond körtér M,,,,,1.0,,POINT (19.048349 47.477499),6
C342682036,F02153,26760.0,26760.0,1,Széll Kálmán tér M,,,477.0,3060,C34268REHHKMK-011,1,B692,Budafoki út / Karinthy Frigyes út,,,,,1.0,114,POINT (19.054107 47.475827),6
C342682036,F02225,26820.0,26820.0,2,Széll Kálmán tér M,,,960.0,3060,C34268REHHKMK-011,1,B692,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),6
C342682036,F01374,26940.0,26940.0,3,Széll Kálmán tér M,,,1622.0,3060,C34268REHHKMK-011,1,B692,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),6
C342682036,F01380,27060.0,27060.0,4,Széll Kálmán tér M,,,1942.0,3060,C34268REHHKMK-011,1,B692,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),6
C342682036,F01191,27120.0,27120.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
C342682036,F01199,27240.0,27240.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
C342682036,F01200,27300.0,27300.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
C342682036,F01168,27420.0,27420.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
C342682036,F01111,27480.0,27480.0,9,Széll Kálmán tér M,,,3965.0,3060,C34268REHHKMK-011,1,B692,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),6
C342682036,F01035,27540.0,27540.0,10,Széll Kálmán tér M,,,4369.0,3060,C34268REHHKMK-011,1,B692,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),6
C342682036,F01082,27660.0,27660.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
C342682036,F00933,27780.0,27780.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
C342682036,F00925,27900.0,27900.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
C342682036,F00141,28020.0,28020.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
C342682036,F00192,28080.0,28080.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
C342682036,F00198,28200.0,28200.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
C342682036,F00307,28320.0,28320.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
C342682036,F02476,28440.0,28440.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
C342682038,F02477,24540.0,24540.0,0,Újbuda-központ M,,1,0.0,3040,C34268REHHKMK-011,0,0977,Széll Kálmán tér M,,,,,1.0,79,POINT (19.025186 47.507232),4
C342682038,F00308,24600.0,24600.0,1,Újbuda-központ M,,,231.0,3040,C34268REHHKMK-011,0,0977,Széna tér,,,,,1.0,37,POINT (19.027323 47.508483),4
C342682038,F00199,24660.0,24660.0,2,Újbuda-központ M,,,702.0,3040,C34268REHHKMK-011,0,0977,Mechwart liget,,,,,1.0,64,POINT (19.032114 47.510939),4
C342682038,F00189,24840.0,24840.0,3,Újbuda-központ M,,,1445.0,3040,C34268REHHKMK-011,0,0977,"Margit híd, budai hídfő H",,,,,1.0,88,POINT (19.038897 47.514546),4
C342682038,F00142,24900.0,24900.0,4,Újbuda-központ M,,,1867.0,3040,C34268REHHKMK-011,0,0977,Margitsziget / Margit híd,,,,,1.0,118,POINT (19.044327 47.514439),4
C342682038,F00926,25020.0,25020.0,5,Újbuda-központ M,,,2253.0,3040,C34268REHHKMK-011,0,0977,Jászai Mari tér,,,,,1.0,112,POINT (19.048841 47.512847),4
C342682038,F00935,25140.0,25140.0,6,Újbuda-központ M,,,2933.0,3040,C34268REHHKMK-011,0,0977,Nyugati pályaudvar M,,,,,1.0,130,POINT (19.056659 47.509896),4
