,x_coor,y_coor,stop_name,get_on,time_to_school,z
1951,19.09958,47.510921,Zugló vasútállomás,6:58:00,52,1754.1253279221942
1952,19.104445,47.506744,Egressy út / Hungária körút,7:00:00,50,1801.7727243501913
1953,19.108151,47.500387,Puskás Ferenc Stadion M,7:03:00,47,1913.5980378720606
1954,19.109078,47.495706,Hős utca,7:04:00,46,2024.7840797764286
1955,19.10891,47.49069,Hidegkuti Nándor Stadion,7:06:00,44,2170.9592520551496
1956,19.107077,47.485742,Kőbányai út / Könyves Kálmán körút,7:08:00,42,2375.122869866295
1957,19.103174,47.481389,Vajda Péter utca,7:09:00,41,2681.845931611941
1958,19.098907,47.475879,Népliget M,7:11:00,39,3080.6574999930654
1959,19.095534,47.47239,Albert Flórián út,7:12:00,38,3395.427464304585
1960,19.088529,47.470172,Ferencváros vá. - Málenkij Robot Eh.,7:14:00,36,4191.935563852693
1961,19.083728,47.469596,Mester utca / Könyves Kálmán körút,7:16:00,34,4989.469470239924
1962,19.072756,47.468737,Közvágóhíd H,7:18:00,32,8568.968414809238
1963,19.059717,47.469171,Infopark,7:20:00,30,22287.54455226472
1964,19.053655,47.469808,Budafoki út / Dombóvári út,7:21:00,29,15444.646677500066
1965,19.04957,47.466536,Hauszmann Alajos utca / Szerémi út,7:23:00,27,8602.266870975202
1966,19.048336,47.462066,Hengermalom út / Szerémi út,7:25:00,25,6105.226969308993
1967,19.042594,47.462389,Etele út / Fehérvári út,7:27:00,23,5174.3238132316055
1968,19.032434,47.463737,Bikás park M,7:29:00,21,3923.235942842528
1969,19.028906,47.464205,Bártfai utca,7:30:00,20,3580.223202031454
1970,19.02311,47.463988,Kelenföld vasútállomás M,7:32:00,18,3074.645380612767
1971,19.02937,47.548766,Bécsi út / Vörösvári út,6:43:00,67,1037.510971421515
1972,19.034772,47.544878,Óbudai rendelőintézet,6:45:00,65,1102.9920866919372
1973,19.040538,47.541109,Flórián tér,6:46:00,64,1174.4974021456323
1974,19.045937,47.539377,Szentlélek tér H,6:47:00,63,1214.9714928824897
1975,19.059532,47.536087,Népfürdő utca / Árpád híd,6:49:00,61,1291.2844263187285
1976,19.066119,47.532974,Göncz Árpád városközpont M,6:51:00,59,1354.9850897539002
1977,19.070699,47.530041,Honvédkórház,6:52:00,58,1416.559358945783
1978,19.077524,47.525797,Lehel utca / Róbert Károly körút,6:54:00,56,1505.045130245296
1979,19.081478,47.52323,Vágány utca / Róbert Károly körút,6:55:00,55,1557.4013445100052
1980,19.088565,47.518677,Kacsóh Pongrác út,6:57:00,53,1641.839916587445
1981,19.091909,47.5164,"Erzsébet királyné útja, aluljáró",6:58:00,52,1679.8967072633434
1982,19.096261,47.513431,Ajtósi Dürer sor,7:00:00,50,1721.8579549066992
1983,19.09958,47.510921,Zugló vasútállomás,7:01:00,49,1754.1253279221942
1984,19.104445,47.506744,Egressy út / Hungária körút,7:03:00,47,1801.7727243501913
1985,19.108151,47.500387,Puskás Ferenc Stadion M,7:06:00,44,1913.5980378720606
1986,19.109078,47.495706,Hős utca,7:07:00,43,2024.7840797764286
1987,19.10891,47.49069,Hidegkuti Nándor Stadion,7:09:00,41,2170.9592520551496
1988,19.107077,47.485742,Kőbányai út / Könyves Kálmán körút,7:11:00,39,2375.122869866295
1989,19.103174,47.481389,Vajda Péter utca,7:12:00,38,2681.845931611941
1990,19.098907,47.475879,Népliget M,7:14:00,36,3080.6574999930654
1991,19.095534,47.47239,Albert Flórián út,7:15:00,35,3395.427464304585
1992,19.088529,47.470172,Ferencváros vá. - Málenkij Robot Eh.,7:17:00,33,4191.935563852693
1993,19.083728,47.469596,Mester utca / Könyves Kálmán körút,7:19:00,31,4989.469470239924
1994,19.072756,47.468737,Közvágóhíd H,7:21:00,29,8568.968414809238
1995,19.059717,47.469171,Infopark,7:23:00,27,22287.54455226472
1996,19.053655,47.469808,Budafoki út / Dombóvári út,7:24:00,26,15444.646677500066
1997,19.04957,47.466536,Hauszmann Alajos utca / Szerémi út,7:26:00,24,8602.266870975202
1998,19.048336,47.462066,Hengermalom út / Szerémi út,7:28:00,22,6105.226969308993
1999,19.042594,47.462389,Etele út / Fehérvári út,7:30:00,20,5174.3238132316055
2000,19.032434,47.463737,Bikás park M,7:32:00,18,3923.235942842528
2001,19.028906,47.464205,Bártfai utca,7:33:00,17,3580.223202031454
2002,19.02311,47.463988,Kelenföld vasútállomás M,7:35:00,15,3074.645380612767
2003,19.02937,47.548766,Bécsi út / Vörösvári út,6:47:00,63,1037.510971421515
2004,19.034772,47.544878,Óbudai rendelőintézet,6:49:00,61,1102.9920866919372
2005,19.040538,47.541109,Flórián tér,6:50:00,60,1174.4974021456323
2006,19.045937,47.539377,Szentlélek tér H,6:51:00,59,1214.9714928824897
2007,19.059532,47.536087,Népfürdő utca / Árpád híd,6:53:00,57,1291.2844263187285
2008,19.066119,47.532974,Göncz Árpád városközpont M,6:55:00,55,1354.9850897539002
2009,19.070699,47.530041,Honvédkórház,6:56:00,54,1416.559358945783
2010,19.077524,47.525797,Lehel utca / Róbert Károly körút,6:58:00,52,1505.045130245296
2011,19.081478,47.52323,Vágány utca / Róbert Károly körút,6:59:00,51,1557.4013445100052
2012,19.088565,47.518677,Kacsóh Pongrác út,7:01:00,49,1641.839916587445
2013,19.091909,47.5164,"Erzsébet királyné útja, aluljáró",7:02:00,48,1679.8967072633434
2014,19.096261,47.513431,Ajtósi Dürer sor,7:04:00,46,1721.8579549066992
2015,19.09958,47.510921,Zugló vasútállomás,7:05:00,45,1754.1253279221942
2016,19.104445,47.506744,Egressy út / Hungária körút,7:07:00,43,1801.7727243501913
2017,19.108151,47.500387,Puskás Ferenc Stadion M,7:10:00,40,1913.5980378720606
2018,19.109078,47.495706,Hős utca,7:11:00,39,2024.7840797764286
2019,19.10891,47.49069,Hidegkuti Nándor Stadion,7:13:00,37,2170.9592520551496
2020,19.107077,47.485742,Kőbányai út / Könyves Kálmán körút,7:15:00,35,2375.122869866295
2021,19.103174,47.481389,Vajda Péter utca,7:16:00,34,2681.845931611941
2022,19.098907,47.475879,Népliget M,7:18:00,32,3080.6574999930654
2023,19.095534,47.47239,Albert Flórián út,7:19:00,31,3395.427464304585
2024,19.088529,47.470172,Ferencváros vá. - Málenkij Robot Eh.,7:21:00,29,4191.935563852693
2025,19.083728,47.469596,Mester utca / Könyves Kálmán körút,7:23:00,27,4989.469470239924
2026,19.072756,47.468737,Közvágóhíd H,7:25:00,25,8568.968414809238
2027,19.059717,47.469171,Infopark,7:27:00,23,22287.54455226472
2028,19.053655,47.469808,Budafoki út / Dombóvári út,7:28:00,22,15444.646677500066
2029,19.04957,47.466536,Hauszmann Alajos utca / Szerémi út,7:30:00,20,8602.266870975202
2030,19.048336,47.462066,Hengermalom út / Szerémi út,7:32:00,18,6105.226969308993
2031,19.042594,47.462389,Etele út / Fehérvári út,7:34:00,16,5174.3238132316055
2032,19.032434,47.463737,Bikás park M,7:36:00,14,3923.235942842528
2033,19.028906,47.464205,Bártfai utca,7:37:00,13,3580.223202031454
2034,19.02311,47.463988,Kelenföld vasútállomás M,7:39:00,11,3074.645380612767
2035,19.02937,47.548766,Bécsi út / Vörösvári út,6:50:00,60,1037.510971421515
2036,19.034772,47.544878,Óbudai rendelőintézet,6:52:00,58,1102.9920866919372
2037,19.040538,47.541109,Flórián tér,6:53:00,57,1174.4974021456323
2038,19.045937,47.539377,Szentlélek tér H,6:54:00,56,1214.9714928824897
2039,19.059532,47.536087,Népfürdő utca / Árpád híd,6:56:00,54,1291.2844263187285
2040,19.066119,47.532974,Göncz Árpád városközpont M,6:58:00,52,1354.9850897539002
2041,19.070699,47.530041,Honvédkórház,6:59:00,51,1416.559358945783
2042,19.077524,47.525797,Lehel utca / Róbert Károly körút,7:01:00,49,1505.045130245296
2043,19.081478,47.52323,Vágány utca / Róbert Károly körút,7:02:00,48,1557.4013445100052
2044,19.088565,47.518677,Kacsóh Pongrác út,7:04:00,46,1641.839916587445
2045,19.091909,47.5164,"Erzsébet királyné útja, aluljáró",7:05:00,45,1679.8967072633434
2046,19.096261,47.513431,Ajtósi Dürer sor,7:07:00,43,1721.8579549066992
2047,19.09958,47.510921,Zugló vasútállomás,7:08:00,42,1754.1253279221942
2048,19.104445,47.506744,Egressy út / Hungária körút,7:10:00,40,1801.7727243501913
2049,19.108151,47.500387,Puskás Ferenc Stadion M,7:13:00,37,1913.5980378720606
2050,19.109078,47.495706,Hős utca,7:14:00,36,2024.7840797764286
2051,19.10891,47.49069,Hidegkuti Nándor Stadion,7:16:00,34,2170.9592520551496
2052,19.107077,47.485742,Kőbányai út / Könyves Kálmán körút,7:18:00,32,2375.122869866295
2053,19.103174,47.481389,Vajda Péter utca,7:19:00,31,2681.845931611941
2054,19.098907,47.475879,Népliget M,7:21:00,29,3080.6574999930654
2055,19.095534,47.47239,Albert Flórián út,7:22:00,28,3395.427464304585
2056,19.088529,47.470172,Ferencváros vá. - Málenkij Robot Eh.,7:24:00,26,4191.935563852693
2057,19.083728,47.469596,Mester utca / Könyves Kálmán körút,7:26:00,24,4989.469470239924
2058,19.072756,47.468737,Közvágóhíd H,7:28:00,22,8568.968414809238
2059,19.059717,47.469171,Infopark,7:30:00,20,22287.54455226472
2060,19.053655,47.469808,Budafoki út / Dombóvári út,7:31:00,19,15444.646677500066
2061,19.04957,47.466536,Hauszmann Alajos utca / Szerémi út,7:33:00,17,8602.266870975202
2062,19.048336,47.462066,Hengermalom út / Szerémi út,7:35:00,15,6105.226969308993
2063,19.042594,47.462389,Etele út / Fehérvári út,7:37:00,13,5174.3238132316055
2064,19.032434,47.463737,Bikás park M,7:39:00,11,3923.235942842528
2065,19.028906,47.464205,Bártfai utca,7:40:00,10,3580.223202031454
2066,19.02311,47.463988,Kelenföld vasútállomás M,7:42:00,8,3074.645380612767
2067,19.02937,47.548766,Bécsi út / Vörösvári út,6:54:00,56,1037.510971421515
2068,19.034772,47.544878,Óbudai rendelőintézet,6:56:00,54,1102.9920866919372
2069,19.040538,47.541109,Flórián tér,6:57:00,53,1174.4974021456323
2070,19.045937,47.539377,Szentlélek tér H,6:58:00,52,1214.9714928824897
2071,19.059532,47.536087,Népfürdő utca / Árpád híd,7:00:00,50,1291.2844263187285
2072,19.066119,47.532974,Göncz Árpád városközpont M,7:02:00,48,1354.9850897539002
2073,19.070699,47.530041,Honvédkórház,7:03:00,47,1416.559358945783
2074,19.077524,47.525797,Lehel utca / Róbert Károly körút,7:05:00,45,1505.045130245296
2075,19.081478,47.52323,Vágány utca / Róbert Károly körút,7:06:00,44,1557.4013445100052
2076,19.088565,47.518677,Kacsóh Pongrác út,7:08:00,42,1641.839916587445
2077,19.091909,47.5164,"Erzsébet királyné útja, aluljáró",7:09:00,41,1679.8967072633434
2078,19.096261,47.513431,Ajtósi Dürer sor,7:11:00,39,1721.8579549066992
2079,19.09958,47.510921,Zugló vasútállomás,7:12:00,38,1754.1253279221942
2080,19.104445,47.506744,Egressy út / Hungária körút,7:14:00,36,1801.7727243501913
2081,19.108151,47.500387,Puskás Ferenc Stadion M,7:17:00,33,1913.5980378720606
2082,19.109078,47.495706,Hős utca,7:18:00,32,2024.7840797764286
2083,19.10891,47.49069,Hidegkuti Nándor Stadion,7:20:00,30,2170.9592520551496
2084,19.107077,47.485742,Kőbányai út / Könyves Kálmán körút,7:22:00,28,2375.122869866295
2085,19.103174,47.481389,Vajda Péter utca,7:23:00,27,2681.845931611941
2086,19.098907,47.475879,Népliget M,7:25:00,25,3080.6574999930654
2087,19.095534,47.47239,Albert Flórián út,7:26:00,24,3395.427464304585
2088,19.088529,47.470172,Ferencváros vá. - Málenkij Robot Eh.,7:28:00,22,4191.935563852693
2089,19.083728,47.469596,Mester utca / Könyves Kálmán körút,7:30:00,20,4989.469470239924
2090,19.072756,47.468737,Közvágóhíd H,7:32:00,18,8568.968414809238
2091,19.059717,47.469171,Infopark,7:34:00,16,22287.54455226472
2092,19.053655,47.469808,Budafoki út / Dombóvári út,7:35:00,15,15444.646677500066
2093,19.04957,47.466536,Hauszmann Alajos utca / Szerémi út,7:37:00,13,8602.266870975202
2094,19.048336,47.462066,Hengermalom út / Szerémi út,7:39:00,11,6105.226969308993
2095,19.042594,47.462389,Etele út / Fehérvári út,7:41:00,9,5174.3238132316055
2096,19.032434,47.463737,Bikás park M,7:43:00,7,3923.235942842528
2097,19.028906,47.464205,Bártfai utca,7:44:00,6,3580.223202031454
2098,19.02311,47.463988,Kelenföld vasútállomás M,7:46:00,4,3074.645380612767
2099,19.023388,47.464473,Kelenföld vasútállomás M,7:27:00,23,3114.0632378043874
2100,19.029635,47.464088,Bártfai utca,7:28:00,22,3645.974269038317
2101,19.033309,47.463603,Bikás park M,7:30:00,20,4014.1749007605545
2102,19.043363,47.462254,Etele út / Fehérvári út,7:32:00,18,5273.0051166500525
2103,19.048509,47.462551,Hengermalom út / Szerémi út,7:33:00,17,6321.817330886369
2104,19.049756,47.467013,Hauszmann Alajos utca / Szerémi út,7:34:00,16,8986.938852424864
2105,19.054384,47.469646,Budafoki út / Dombóvári út,7:36:00,14,16359.944464429196
2106,19.0605,47.469072,Infopark,7:37:00,13,21674.5972108529
2107,19.073486,47.468737,Közvágóhíd H,7:39:00,11,8183.258015397269
2108,19.084482,47.469723,Mester utca / Könyves Kálmán körút,7:41:00,9,4848.04430312019
2109,19.089313,47.470305,Ferencváros vá. - Málenkij Robot Eh.,7:43:00,7,4085.123943807316
2110,19.096118,47.472723,Albert Flórián út,7:45:00,5,3340.9730053515405
2111,19.099288,47.476294,Népliget M,7:47:00,3,3045.40166072986
2112,19.103619,47.48177,Vajda Péter utca,7:48:00,2,2647.272986691774
2113,19.107515,47.486236,Kőbányai út / Könyves Kálmán körút,7:50:00,0,2343.621760134368
2131,19.023388,47.464473,Kelenföld vasútállomás M,7:30:00,20,3114.0632378043874
2132,19.029635,47.464088,Bártfai utca,7:31:00,19,3645.974269038317
2133,19.033309,47.463603,Bikás park M,7:33:00,17,4014.1749007605545
2134,19.043363,47.462254,Etele út / Fehérvári út,7:35:00,15,5273.0051166500525
2135,19.048509,47.462551,Hengermalom út / Szerémi út,7:36:00,14,6321.817330886369
2136,19.049756,47.467013,Hauszmann Alajos utca / Szerémi út,7:37:00,13,8986.938852424864
2137,19.054384,47.469646,Budafoki út / Dombóvári út,7:39:00,11,16359.944464429196
2138,19.0605,47.469072,Infopark,7:40:00,10,21674.5972108529
2139,19.073486,47.468737,Közvágóhíd H,7:42:00,8,8183.258015397269
2140,19.084482,47.469723,Mester utca / Könyves Kálmán körút,7:44:00,6,4848.04430312019
2141,19.089313,47.470305,Ferencváros vá. - Málenkij Robot Eh.,7:46:00,4,4085.123943807316
2142,19.096118,47.472723,Albert Flórián út,7:48:00,2,3340.9730053515405
2143,19.099288,47.476294,Népliget M,7:50:00,0,3045.40166072986
2163,19.023388,47.464473,Kelenföld vasútállomás M,7:34:00,16,3114.0632378043874
2164,19.029635,47.464088,Bártfai utca,7:35:00,15,3645.974269038317
2165,19.033309,47.463603,Bikás park M,7:37:00,13,4014.1749007605545
2166,19.043363,47.462254,Etele út / Fehérvári út,7:39:00,11,5273.0051166500525
2167,19.048509,47.462551,Hengermalom út / Szerémi út,7:40:00,10,6321.817330886369
2168,19.049756,47.467013,Hauszmann Alajos utca / Szerémi út,7:41:00,9,8986.938852424864
2169,19.054384,47.469646,Budafoki út / Dombóvári út,7:43:00,7,16359.944464429196
2170,19.0605,47.469072,Infopark,7:44:00,6,21674.5972108529
2171,19.073486,47.468737,Közvágóhíd H,7:46:00,4,8183.258015397269
2172,19.084482,47.469723,Mester utca / Könyves Kálmán körút,7:48:00,2,4848.04430312019
2173,19.089313,47.470305,Ferencváros vá. - Málenkij Robot Eh.,7:50:00,0,4085.123943807316
2195,19.02937,47.548766,Bécsi út / Vörösvári út,6:37:00,73,1037.510971421515
2196,19.034772,47.544878,Óbudai rendelőintézet,6:39:00,71,1102.9920866919372
2197,19.040538,47.541109,Flórián tér,6:40:00,70,1174.4974021456323
2198,19.045937,47.539377,Szentlélek tér H,6:41:00,69,1214.9714928824897
2199,19.059532,47.536087,Népfürdő utca / Árpád híd,6:43:00,67,1291.2844263187285
2200,19.066119,47.532974,Göncz Árpád városközpont M,6:45:00,65,1354.9850897539002
2201,19.070699,47.530041,Honvédkórház,6:46:00,64,1416.559358945783
2202,19.077524,47.525797,Lehel utca / Róbert Károly körút,6:48:00,62,1505.045130245296
2203,19.081478,47.52323,Vágány utca / Róbert Károly körút,6:49:00,61,1557.4013445100052
2204,19.088565,47.518677,Kacsóh Pongrác út,6:51:00,59,1641.839916587445
2205,19.091909,47.5164,"Erzsébet királyné útja, aluljáró",6:52:00,58,1679.8967072633434
2206,19.096261,47.513431,Ajtósi Dürer sor,6:54:00,56,1721.8579549066992
2207,19.09958,47.510921,Zugló vasútállomás,6:55:00,55,1754.1253279221942
2208,19.104445,47.506744,Egressy út / Hungária körút,6:57:00,53,1801.7727243501913
2209,19.108151,47.500387,Puskás Ferenc Stadion M,7:00:00,50,1913.5980378720606
2210,19.109078,47.495706,Hős utca,7:01:00,49,2024.7840797764286
2211,19.10891,47.49069,Hidegkuti Nándor Stadion,7:03:00,47,2170.9592520551496
2212,19.107077,47.485742,Kőbányai út / Könyves Kálmán körút,7:05:00,45,2375.122869866295
2213,19.103174,47.481389,Vajda Péter utca,7:06:00,44,2681.845931611941
2214,19.098907,47.475879,Népliget M,7:08:00,42,3080.6574999930654
2215,19.095534,47.47239,Albert Flórián út,7:09:00,41,3395.427464304585
2216,19.088529,47.470172,Ferencváros vá. - Málenkij Robot Eh.,7:11:00,39,4191.935563852693
2217,19.083728,47.469596,Mester utca / Könyves Kálmán körút,7:13:00,37,4989.469470239924
2218,19.072756,47.468737,Közvágóhíd H,7:15:00,35,8568.968414809238
2219,19.059717,47.469171,Infopark,7:17:00,33,22287.54455226472
2220,19.053655,47.469808,Budafoki út / Dombóvári út,7:18:00,32,15444.646677500066
2221,19.04957,47.466536,Hauszmann Alajos utca / Szerémi út,7:20:00,30,8602.266870975202
2222,19.048336,47.462066,Hengermalom út / Szerémi út,7:22:00,28,6105.226969308993
2223,19.042594,47.462389,Etele út / Fehérvári út,7:24:00,26,5174.3238132316055
2224,19.032434,47.463737,Bikás park M,7:26:00,24,3923.235942842528
2225,19.028906,47.464205,Bártfai utca,7:27:00,23,3580.223202031454
2226,19.02311,47.463988,Kelenföld vasútállomás M,7:29:00,21,3074.645380612767
2227,19.023388,47.464473,Kelenföld vasútállomás M,7:37:00,13,3114.0632378043874
2228,19.029635,47.464088,Bártfai utca,7:38:00,12,3645.974269038317
2229,19.033309,47.463603,Bikás park M,7:40:00,10,4014.1749007605545
2230,19.043363,47.462254,Etele út / Fehérvári út,7:42:00,8,5273.0051166500525
2231,19.048509,47.462551,Hengermalom út / Szerémi út,7:43:00,7,6321.817330886369
2232,19.049756,47.467013,Hauszmann Alajos utca / Szerémi út,7:44:00,6,8986.938852424864
2233,19.054384,47.469646,Budafoki út / Dombóvári út,7:46:00,4,16359.944464429196
2234,19.0605,47.469072,Infopark,7:47:00,3,21674.5972108529
2235,19.073486,47.468737,Közvágóhíd H,7:49:00,1,8183.258015397269
