,x_coor,y_coor,stop_name,get_on,time_to_school,z
0,19.048349,47.477499,Móricz Zsigmond körtér M,7:20:00,30,8868.936992058498
1,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:22:00,28,16250.350214447495
2,19.059586,47.476933,"Petőfi híd, budai hídfő",7:23:00,27,19842.870460745202
3,19.066698,47.480376,Boráros tér H,7:25:00,25,9295.32087855548
4,19.068848,47.482751,Mester utca / Ferenc körút,7:27:00,23,7057.556043825248
5,19.069898,47.485476,Corvin-negyed M,7:28:00,22,5712.810870659198
6,19.070815,47.490332,Harminckettesek tere,7:30:00,20,4307.980363321275
7,19.071188,47.492851,Rákóczi tér M,7:31:00,19,3817.7015466969683
8,19.070699,47.496781,Blaha Lujza tér M,7:33:00,17,3265.506780638662
9,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:34:00,16,2901.931382985567
10,19.06583,47.503249,Király utca / Erzsébet körút,7:35:00,15,2663.313250141684
11,19.062406,47.505939,Oktogon M,7:37:00,13,2464.2447716076467
12,19.056168,47.510274,Nyugati pályaudvar M,7:39:00,11,2176.089060954404
13,19.048177,47.513099,Jászai Mari tér,7:41:00,9,1989.0675273880638
14,19.042521,47.514717,Margitsziget / Margit híd,7:43:00,7,1876.0311184392958
15,19.038193,47.514618,"Margit híd, budai hídfő H",7:44:00,6,1842.3054072355396
16,19.031462,47.510778,Mechwart liget,7:46:00,4,1916.9651144090487
17,19.026739,47.508114,Széna tér,7:48:00,2,1949.8538645050185
18,19.024496,47.507358,Széll Kálmán tér M,7:50:00,0,1939.8185283046578
19,19.048349,47.477499,Móricz Zsigmond körtér M,7:36:00,14,8868.936992058498
20,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:38:00,12,16250.350214447495
21,19.059586,47.476933,"Petőfi híd, budai hídfő",7:39:00,11,19842.870460745202
22,19.066698,47.480376,Boráros tér H,7:41:00,9,9295.32087855548
23,19.068848,47.482751,Mester utca / Ferenc körút,7:43:00,7,7057.556043825248
24,19.069898,47.485476,Corvin-negyed M,7:44:00,6,5712.810870659198
25,19.070815,47.490332,Harminckettesek tere,7:46:00,4,4307.980363321275
26,19.071188,47.492851,Rákóczi tér M,7:47:00,3,3817.7015466969683
27,19.070699,47.496781,Blaha Lujza tér M,7:49:00,1,3265.506780638662
28,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:50:00,0,2901.931382985567
38,19.046863,47.474045,Újbuda-központ M,7:14:00,36,9047.493097118766
39,19.053736,47.474091,Budafoki út / Szerémi sor,7:16:00,34,18281.29510433255
40,19.059586,47.476933,"Petőfi híd, budai hídfő",7:17:00,33,19842.870460745202
41,19.066698,47.480376,Boráros tér H,7:19:00,31,9295.32087855548
42,19.068848,47.482751,Mester utca / Ferenc körút,7:21:00,29,7057.556043825248
43,19.069898,47.485476,Corvin-negyed M,7:22:00,28,5712.810870659198
44,19.070815,47.490332,Harminckettesek tere,7:24:00,26,4307.980363321275
45,19.071188,47.492851,Rákóczi tér M,7:25:00,25,3817.7015466969683
46,19.070699,47.496781,Blaha Lujza tér M,7:27:00,23,3265.506780638662
47,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:28:00,22,2901.931382985567
48,19.06583,47.503249,Király utca / Erzsébet körút,7:29:00,21,2663.313250141684
49,19.062406,47.505939,Oktogon M,7:31:00,19,2464.2447716076467
50,19.056168,47.510274,Nyugati pályaudvar M,7:33:00,17,2176.089060954404
51,19.048177,47.513099,Jászai Mari tér,7:35:00,15,1989.0675273880638
52,19.042521,47.514717,Margitsziget / Margit híd,7:37:00,13,1876.0311184392958
53,19.038193,47.514618,"Margit híd, budai hídfő H",7:38:00,12,1842.3054072355396
54,19.031462,47.510778,Mechwart liget,7:40:00,10,1916.9651144090487
55,19.026739,47.508114,Széna tér,7:42:00,8,1949.8538645050185
56,19.024496,47.507358,Széll Kálmán tér M,7:44:00,6,1939.8185283046578
57,19.048349,47.477499,Móricz Zsigmond körtér M,7:16:00,34,8868.936992058498
58,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:18:00,32,16250.350214447495
59,19.059586,47.476933,"Petőfi híd, budai hídfő",7:19:00,31,19842.870460745202
60,19.066698,47.480376,Boráros tér H,7:21:00,29,9295.32087855548
61,19.068848,47.482751,Mester utca / Ferenc körút,7:23:00,27,7057.556043825248
62,19.069898,47.485476,Corvin-negyed M,7:24:00,26,5712.810870659198
63,19.070815,47.490332,Harminckettesek tere,7:26:00,24,4307.980363321275
64,19.071188,47.492851,Rákóczi tér M,7:27:00,23,3817.7015466969683
65,19.070699,47.496781,Blaha Lujza tér M,7:29:00,21,3265.506780638662
66,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:30:00,20,2901.931382985567
67,19.06583,47.503249,Király utca / Erzsébet körút,7:31:00,19,2663.313250141684
68,19.062406,47.505939,Oktogon M,7:33:00,17,2464.2447716076467
69,19.056168,47.510274,Nyugati pályaudvar M,7:35:00,15,2176.089060954404
70,19.048177,47.513099,Jászai Mari tér,7:37:00,13,1989.0675273880638
71,19.042521,47.514717,Margitsziget / Margit híd,7:39:00,11,1876.0311184392958
72,19.038193,47.514618,"Margit híd, budai hídfő H",7:40:00,10,1842.3054072355396
73,19.031462,47.510778,Mechwart liget,7:42:00,8,1916.9651144090487
74,19.026739,47.508114,Széna tér,7:44:00,6,1949.8538645050185
75,19.024496,47.507358,Széll Kálmán tér M,7:46:00,4,1939.8185283046578
76,19.046863,47.474045,Újbuda-központ M,7:18:00,32,9047.493097118766
77,19.053736,47.474091,Budafoki út / Szerémi sor,7:20:00,30,18281.29510433255
78,19.059586,47.476933,"Petőfi híd, budai hídfő",7:21:00,29,19842.870460745202
79,19.066698,47.480376,Boráros tér H,7:23:00,27,9295.32087855548
80,19.068848,47.482751,Mester utca / Ferenc körút,7:25:00,25,7057.556043825248
81,19.069898,47.485476,Corvin-negyed M,7:26:00,24,5712.810870659198
82,19.070815,47.490332,Harminckettesek tere,7:28:00,22,4307.980363321275
83,19.071188,47.492851,Rákóczi tér M,7:29:00,21,3817.7015466969683
84,19.070699,47.496781,Blaha Lujza tér M,7:31:00,19,3265.506780638662
85,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:32:00,18,2901.931382985567
86,19.06583,47.503249,Király utca / Erzsébet körút,7:33:00,17,2663.313250141684
87,19.062406,47.505939,Oktogon M,7:35:00,15,2464.2447716076467
88,19.056168,47.510274,Nyugati pályaudvar M,7:37:00,13,2176.089060954404
89,19.048177,47.513099,Jászai Mari tér,7:39:00,11,1989.0675273880638
90,19.042521,47.514717,Margitsziget / Margit híd,7:41:00,9,1876.0311184392958
91,19.038193,47.514618,"Margit híd, budai hídfő H",7:42:00,8,1842.3054072355396
92,19.031462,47.510778,Mechwart liget,7:44:00,6,1916.9651144090487
93,19.026739,47.508114,Széna tér,7:46:00,4,1949.8538645050185
94,19.024496,47.507358,Széll Kálmán tér M,7:48:00,2,1939.8185283046578
95,19.046863,47.474045,Újbuda-központ M,7:22:00,28,9047.493097118766
96,19.053736,47.474091,Budafoki út / Szerémi sor,7:24:00,26,18281.29510433255
97,19.059586,47.476933,"Petőfi híd, budai hídfő",7:25:00,25,19842.870460745202
98,19.066698,47.480376,Boráros tér H,7:27:00,23,9295.32087855548
99,19.068848,47.482751,Mester utca / Ferenc körút,7:29:00,21,7057.556043825248
100,19.069898,47.485476,Corvin-negyed M,7:30:00,20,5712.810870659198
101,19.070815,47.490332,Harminckettesek tere,7:32:00,18,4307.980363321275
102,19.071188,47.492851,Rákóczi tér M,7:33:00,17,3817.7015466969683
103,19.070699,47.496781,Blaha Lujza tér M,7:35:00,15,3265.506780638662
104,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:36:00,14,2901.931382985567
105,19.06583,47.503249,Király utca / Erzsébet körút,7:37:00,13,2663.313250141684
106,19.062406,47.505939,Oktogon M,7:39:00,11,2464.2447716076467
107,19.056168,47.510274,Nyugati pályaudvar M,7:41:00,9,2176.089060954404
108,19.048177,47.513099,Jászai Mari tér,7:43:00,7,1989.0675273880638
109,19.042521,47.514717,Margitsziget / Margit híd,7:45:00,5,1876.0311184392958
110,19.038193,47.514618,"Margit híd, budai hídfő H",7:46:00,4,1842.3054072355396
111,19.031462,47.510778,Mechwart liget,7:48:00,2,1916.9651144090487
112,19.026739,47.508114,Széna tér,7:50:00,0,1949.8538645050185
114,19.048349,47.477499,Móricz Zsigmond körtér M,7:24:00,26,8868.936992058498
115,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:26:00,24,16250.350214447495
116,19.059586,47.476933,"Petőfi híd, budai hídfő",7:27:00,23,19842.870460745202
117,19.066698,47.480376,Boráros tér H,7:29:00,21,9295.32087855548
118,19.068848,47.482751,Mester utca / Ferenc körút,7:31:00,19,7057.556043825248
119,19.069898,47.485476,Corvin-negyed M,7:32:00,18,5712.810870659198
120,19.070815,47.490332,Harminckettesek tere,7:34:00,16,4307.980363321275
121,19.071188,47.492851,Rákóczi tér M,7:35:00,15,3817.7015466969683
122,19.070699,47.496781,Blaha Lujza tér M,7:37:00,13,3265.506780638662
123,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:38:00,12,2901.931382985567
124,19.06583,47.503249,Király utca / Erzsébet körút,7:39:00,11,2663.313250141684
125,19.062406,47.505939,Oktogon M,7:41:00,9,2464.2447716076467
126,19.056168,47.510274,Nyugati pályaudvar M,7:43:00,7,2176.089060954404
127,19.048177,47.513099,Jászai Mari tér,7:45:00,5,1989.0675273880638
128,19.042521,47.514717,Margitsziget / Margit híd,7:47:00,3,1876.0311184392958
129,19.038193,47.514618,"Margit híd, budai hídfő H",7:48:00,2,1842.3054072355396
130,19.031462,47.510778,Mechwart liget,7:50:00,0,1916.9651144090487
133,19.025186,47.507232,Széll Kálmán tér M,6:49:00,61,1957.0063010737294
134,19.027323,47.508483,Széna tér,6:50:00,60,1945.1758708650532
135,19.032114,47.510939,Mechwart liget,6:51:00,59,1919.4455806192589
136,19.038897,47.514546,"Margit híd, budai hídfő H",6:54:00,56,1851.7133534841291
137,19.044327,47.514439,Margitsziget / Margit híd,6:55:00,55,1901.6869461684246
138,19.048841,47.512847,Jászai Mari tér,6:57:00,53,2005.3507130721139
139,19.056659,47.509896,Nyugati pályaudvar M,6:59:00,51,2199.4787154549113
140,19.062871,47.505561,Oktogon M,7:01:00,49,2491.3572180207548
141,19.066202,47.502781,Király utca / Erzsébet körút,7:02:00,48,2701.221274644985
142,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:03:00,47,2949.253383252755
143,19.070672,47.496224,Blaha Lujza tér M,7:05:00,45,3337.3084876764874
144,19.071016,47.492383,Rákóczi tér M,7:06:00,44,3905.118305708087
145,19.070589,47.489559,Harminckettesek tere,7:08:00,42,4490.765725974539
146,19.070057,47.486186,Corvin-negyed M,7:10:00,40,5453.418447235864
147,19.068463,47.482184,Mester utca / Ferenc körút,7:11:00,39,7457.163565578666
148,19.066075,47.480125,Boráros tér H,7:12:00,38,9771.97654234749
149,19.058963,47.476672,"Petőfi híd, budai hídfő",7:14:00,36,20869.00828653729
150,19.052807,47.473677,Budafoki út / Szerémi sor,7:16:00,34,16373.772002335243
151,19.046863,47.474045,Újbuda-központ M,7:18:00,32,9047.493097118766
152,19.046863,47.474045,Újbuda-központ M,7:26:00,24,9047.493097118766
153,19.053736,47.474091,Budafoki út / Szerémi sor,7:28:00,22,18281.29510433255
154,19.059586,47.476933,"Petőfi híd, budai hídfő",7:29:00,21,19842.870460745202
155,19.066698,47.480376,Boráros tér H,7:31:00,19,9295.32087855548
156,19.068848,47.482751,Mester utca / Ferenc körút,7:33:00,17,7057.556043825248
157,19.069898,47.485476,Corvin-negyed M,7:34:00,16,5712.810870659198
158,19.070815,47.490332,Harminckettesek tere,7:36:00,14,4307.980363321275
159,19.071188,47.492851,Rákóczi tér M,7:37:00,13,3817.7015466969683
160,19.070699,47.496781,Blaha Lujza tér M,7:39:00,11,3265.506780638662
161,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:40:00,10,2901.931382985567
162,19.06583,47.503249,Király utca / Erzsébet körút,7:41:00,9,2663.313250141684
163,19.062406,47.505939,Oktogon M,7:43:00,7,2464.2447716076467
164,19.056168,47.510274,Nyugati pályaudvar M,7:45:00,5,2176.089060954404
165,19.048177,47.513099,Jászai Mari tér,7:47:00,3,1989.0675273880638
166,19.042521,47.514717,Margitsziget / Margit híd,7:49:00,1,1876.0311184392958
167,19.038193,47.514618,"Margit híd, budai hídfő H",7:50:00,0,1842.3054072355396
171,19.025186,47.507232,Széll Kálmán tér M,6:52:00,58,1957.0063010737294
172,19.027323,47.508483,Széna tér,6:53:00,57,1945.1758708650532
173,19.032114,47.510939,Mechwart liget,6:54:00,56,1919.4455806192589
174,19.038897,47.514546,"Margit híd, budai hídfő H",6:57:00,53,1851.7133534841291
175,19.044327,47.514439,Margitsziget / Margit híd,6:58:00,52,1901.6869461684246
176,19.048841,47.512847,Jászai Mari tér,7:00:00,50,2005.3507130721139
177,19.056659,47.509896,Nyugati pályaudvar M,7:02:00,48,2199.4787154549113
178,19.062871,47.505561,Oktogon M,7:04:00,46,2491.3572180207548
179,19.066202,47.502781,Király utca / Erzsébet körút,7:05:00,45,2701.221274644985
180,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:06:00,44,2949.253383252755
181,19.070672,47.496224,Blaha Lujza tér M,7:08:00,42,3337.3084876764874
182,19.071016,47.492383,Rákóczi tér M,7:09:00,41,3905.118305708087
183,19.070589,47.489559,Harminckettesek tere,7:11:00,39,4490.765725974539
184,19.070057,47.486186,Corvin-negyed M,7:13:00,37,5453.418447235864
185,19.068463,47.482184,Mester utca / Ferenc körút,7:14:00,36,7457.163565578666
186,19.066075,47.480125,Boráros tér H,7:15:00,35,9771.97654234749
187,19.058963,47.476672,"Petőfi híd, budai hídfő",7:17:00,33,20869.00828653729
188,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:19:00,31,14853.287243641678
189,19.048349,47.477499,Móricz Zsigmond körtér M,7:21:00,29,8868.936992058498
190,19.048349,47.477499,Móricz Zsigmond körtér M,7:28:00,22,8868.936992058498
191,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:30:00,20,16250.350214447495
192,19.059586,47.476933,"Petőfi híd, budai hídfő",7:31:00,19,19842.870460745202
193,19.066698,47.480376,Boráros tér H,7:33:00,17,9295.32087855548
194,19.068848,47.482751,Mester utca / Ferenc körút,7:35:00,15,7057.556043825248
195,19.069898,47.485476,Corvin-negyed M,7:36:00,14,5712.810870659198
196,19.070815,47.490332,Harminckettesek tere,7:38:00,12,4307.980363321275
197,19.071188,47.492851,Rákóczi tér M,7:39:00,11,3817.7015466969683
198,19.070699,47.496781,Blaha Lujza tér M,7:41:00,9,3265.506780638662
199,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:42:00,8,2901.931382985567
200,19.06583,47.503249,Király utca / Erzsébet körút,7:43:00,7,2663.313250141684
201,19.062406,47.505939,Oktogon M,7:45:00,5,2464.2447716076467
202,19.056168,47.510274,Nyugati pályaudvar M,7:47:00,3,2176.089060954404
203,19.048177,47.513099,Jászai Mari tér,7:49:00,1,1989.0675273880638
209,19.025186,47.507232,Széll Kálmán tér M,6:54:00,56,1957.0063010737294
210,19.027323,47.508483,Széna tér,6:55:00,55,1945.1758708650532
211,19.032114,47.510939,Mechwart liget,6:56:00,54,1919.4455806192589
212,19.038897,47.514546,"Margit híd, budai hídfő H",6:59:00,51,1851.7133534841291
213,19.044327,47.514439,Margitsziget / Margit híd,7:00:00,50,1901.6869461684246
214,19.048841,47.512847,Jászai Mari tér,7:02:00,48,2005.3507130721139
215,19.056659,47.509896,Nyugati pályaudvar M,7:04:00,46,2199.4787154549113
216,19.062871,47.505561,Oktogon M,7:06:00,44,2491.3572180207548
217,19.066202,47.502781,Király utca / Erzsébet körút,7:07:00,43,2701.221274644985
218,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:08:00,42,2949.253383252755
219,19.070672,47.496224,Blaha Lujza tér M,7:10:00,40,3337.3084876764874
220,19.071016,47.492383,Rákóczi tér M,7:11:00,39,3905.118305708087
221,19.070589,47.489559,Harminckettesek tere,7:13:00,37,4490.765725974539
222,19.070057,47.486186,Corvin-negyed M,7:15:00,35,5453.418447235864
223,19.068463,47.482184,Mester utca / Ferenc körút,7:16:00,34,7457.163565578666
224,19.066075,47.480125,Boráros tér H,7:17:00,33,9771.97654234749
225,19.058963,47.476672,"Petőfi híd, budai hídfő",7:19:00,31,20869.00828653729
226,19.052807,47.473677,Budafoki út / Szerémi sor,7:21:00,29,16373.772002335243
227,19.046863,47.474045,Újbuda-központ M,7:23:00,27,9047.493097118766
228,19.046863,47.474045,Újbuda-központ M,7:30:00,20,9047.493097118766
229,19.053736,47.474091,Budafoki út / Szerémi sor,7:32:00,18,18281.29510433255
230,19.059586,47.476933,"Petőfi híd, budai hídfő",7:33:00,17,19842.870460745202
231,19.066698,47.480376,Boráros tér H,7:35:00,15,9295.32087855548
232,19.068848,47.482751,Mester utca / Ferenc körút,7:37:00,13,7057.556043825248
233,19.069898,47.485476,Corvin-negyed M,7:38:00,12,5712.810870659198
234,19.070815,47.490332,Harminckettesek tere,7:40:00,10,4307.980363321275
235,19.071188,47.492851,Rákóczi tér M,7:41:00,9,3817.7015466969683
236,19.070699,47.496781,Blaha Lujza tér M,7:43:00,7,3265.506780638662
237,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:44:00,6,2901.931382985567
238,19.06583,47.503249,Király utca / Erzsébet körút,7:45:00,5,2663.313250141684
239,19.062406,47.505939,Oktogon M,7:47:00,3,2464.2447716076467
240,19.056168,47.510274,Nyugati pályaudvar M,7:49:00,1,2176.089060954404
247,19.025186,47.507232,Széll Kálmán tér M,6:57:00,53,1957.0063010737294
248,19.027323,47.508483,Széna tér,6:58:00,52,1945.1758708650532
249,19.032114,47.510939,Mechwart liget,6:59:00,51,1919.4455806192589
250,19.038897,47.514546,"Margit híd, budai hídfő H",7:02:00,48,1851.7133534841291
251,19.044327,47.514439,Margitsziget / Margit híd,7:03:00,47,1901.6869461684246
252,19.048841,47.512847,Jászai Mari tér,7:05:00,45,2005.3507130721139
253,19.056659,47.509896,Nyugati pályaudvar M,7:07:00,43,2199.4787154549113
254,19.062871,47.505561,Oktogon M,7:09:00,41,2491.3572180207548
255,19.066202,47.502781,Király utca / Erzsébet körút,7:10:00,40,2701.221274644985
256,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:11:00,39,2949.253383252755
257,19.070672,47.496224,Blaha Lujza tér M,7:13:00,37,3337.3084876764874
258,19.071016,47.492383,Rákóczi tér M,7:14:00,36,3905.118305708087
259,19.070589,47.489559,Harminckettesek tere,7:16:00,34,4490.765725974539
260,19.070057,47.486186,Corvin-negyed M,7:18:00,32,5453.418447235864
261,19.068463,47.482184,Mester utca / Ferenc körút,7:19:00,31,7457.163565578666
262,19.066075,47.480125,Boráros tér H,7:20:00,30,9771.97654234749
263,19.058963,47.476672,"Petőfi híd, budai hídfő",7:22:00,28,20869.00828653729
264,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:24:00,26,14853.287243641678
265,19.048349,47.477499,Móricz Zsigmond körtér M,7:26:00,24,8868.936992058498
266,19.048349,47.477499,Móricz Zsigmond körtér M,7:32:00,18,8868.936992058498
267,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:34:00,16,16250.350214447495
268,19.059586,47.476933,"Petőfi híd, budai hídfő",7:35:00,15,19842.870460745202
269,19.066698,47.480376,Boráros tér H,7:37:00,13,9295.32087855548
270,19.068848,47.482751,Mester utca / Ferenc körút,7:39:00,11,7057.556043825248
271,19.069898,47.485476,Corvin-negyed M,7:40:00,10,5712.810870659198
272,19.070815,47.490332,Harminckettesek tere,7:42:00,8,4307.980363321275
273,19.071188,47.492851,Rákóczi tér M,7:43:00,7,3817.7015466969683
274,19.070699,47.496781,Blaha Lujza tér M,7:45:00,5,3265.506780638662
275,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:46:00,4,2901.931382985567
276,19.06583,47.503249,Király utca / Erzsébet körút,7:47:00,3,2663.313250141684
277,19.062406,47.505939,Oktogon M,7:49:00,1,2464.2447716076467
285,19.046863,47.474045,Újbuda-központ M,7:34:00,16,9047.493097118766
286,19.053736,47.474091,Budafoki út / Szerémi sor,7:36:00,14,18281.29510433255
287,19.059586,47.476933,"Petőfi híd, budai hídfő",7:37:00,13,19842.870460745202
288,19.066698,47.480376,Boráros tér H,7:39:00,11,9295.32087855548
289,19.068848,47.482751,Mester utca / Ferenc körút,7:41:00,9,7057.556043825248
290,19.069898,47.485476,Corvin-negyed M,7:42:00,8,5712.810870659198
291,19.070815,47.490332,Harminckettesek tere,7:44:00,6,4307.980363321275
292,19.071188,47.492851,Rákóczi tér M,7:45:00,5,3817.7015466969683
293,19.070699,47.496781,Blaha Lujza tér M,7:47:00,3,3265.506780638662
294,19.068948,47.500325,Wesselényi utca / Erzsébet körút,7:48:00,2,2901.931382985567
295,19.06583,47.503249,Király utca / Erzsébet körút,7:49:00,1,2663.313250141684
304,19.025186,47.507232,Széll Kálmán tér M,6:59:00,51,1957.0063010737294
305,19.027323,47.508483,Széna tér,7:00:00,50,1945.1758708650532
306,19.032114,47.510939,Mechwart liget,7:01:00,49,1919.4455806192589
307,19.038897,47.514546,"Margit híd, budai hídfő H",7:04:00,46,1851.7133534841291
308,19.044327,47.514439,Margitsziget / Margit híd,7:05:00,45,1901.6869461684246
309,19.048841,47.512847,Jászai Mari tér,7:07:00,43,2005.3507130721139
310,19.056659,47.509896,Nyugati pályaudvar M,7:09:00,41,2199.4787154549113
311,19.062871,47.505561,Oktogon M,7:11:00,39,2491.3572180207548
312,19.066202,47.502781,Király utca / Erzsébet körút,7:12:00,38,2701.221274644985
313,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:13:00,37,2949.253383252755
314,19.070672,47.496224,Blaha Lujza tér M,7:15:00,35,3337.3084876764874
315,19.071016,47.492383,Rákóczi tér M,7:16:00,34,3905.118305708087
316,19.070589,47.489559,Harminckettesek tere,7:18:00,32,4490.765725974539
317,19.070057,47.486186,Corvin-negyed M,7:20:00,30,5453.418447235864
318,19.068463,47.482184,Mester utca / Ferenc körút,7:21:00,29,7457.163565578666
319,19.066075,47.480125,Boráros tér H,7:22:00,28,9771.97654234749
320,19.058963,47.476672,"Petőfi híd, budai hídfő",7:24:00,26,20869.00828653729
321,19.052807,47.473677,Budafoki út / Szerémi sor,7:26:00,24,16373.772002335243
322,19.046863,47.474045,Újbuda-központ M,7:28:00,22,9047.493097118766
323,19.046863,47.474045,Újbuda-központ M,7:38:00,12,9047.493097118766
324,19.053736,47.474091,Budafoki út / Szerémi sor,7:40:00,10,18281.29510433255
325,19.059586,47.476933,"Petőfi híd, budai hídfő",7:41:00,9,19842.870460745202
326,19.066698,47.480376,Boráros tér H,7:43:00,7,9295.32087855548
327,19.068848,47.482751,Mester utca / Ferenc körút,7:45:00,5,7057.556043825248
328,19.069898,47.485476,Corvin-negyed M,7:46:00,4,5712.810870659198
329,19.070815,47.490332,Harminckettesek tere,7:48:00,2,4307.980363321275
330,19.071188,47.492851,Rákóczi tér M,7:49:00,1,3817.7015466969683
342,19.025186,47.507232,Széll Kálmán tér M,7:02:00,48,1957.0063010737294
343,19.027323,47.508483,Széna tér,7:03:00,47,1945.1758708650532
344,19.032114,47.510939,Mechwart liget,7:04:00,46,1919.4455806192589
345,19.038897,47.514546,"Margit híd, budai hídfő H",7:07:00,43,1851.7133534841291
346,19.044327,47.514439,Margitsziget / Margit híd,7:08:00,42,1901.6869461684246
347,19.048841,47.512847,Jászai Mari tér,7:10:00,40,2005.3507130721139
348,19.056659,47.509896,Nyugati pályaudvar M,7:12:00,38,2199.4787154549113
349,19.062871,47.505561,Oktogon M,7:14:00,36,2491.3572180207548
350,19.066202,47.502781,Király utca / Erzsébet körút,7:15:00,35,2701.221274644985
351,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:16:00,34,2949.253383252755
352,19.070672,47.496224,Blaha Lujza tér M,7:18:00,32,3337.3084876764874
353,19.071016,47.492383,Rákóczi tér M,7:19:00,31,3905.118305708087
354,19.070589,47.489559,Harminckettesek tere,7:21:00,29,4490.765725974539
355,19.070057,47.486186,Corvin-negyed M,7:23:00,27,5453.418447235864
356,19.068463,47.482184,Mester utca / Ferenc körút,7:24:00,26,7457.163565578666
357,19.066075,47.480125,Boráros tér H,7:25:00,25,9771.97654234749
358,19.058963,47.476672,"Petőfi híd, budai hídfő",7:27:00,23,20869.00828653729
359,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:29:00,21,14853.287243641678
360,19.048349,47.477499,Móricz Zsigmond körtér M,7:31:00,19,8868.936992058498
361,19.048349,47.477499,Móricz Zsigmond körtér M,7:40:00,10,8868.936992058498
362,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:42:00,8,16250.350214447495
363,19.059586,47.476933,"Petőfi híd, budai hídfő",7:43:00,7,19842.870460745202
364,19.066698,47.480376,Boráros tér H,7:45:00,5,9295.32087855548
365,19.068848,47.482751,Mester utca / Ferenc körút,7:47:00,3,7057.556043825248
366,19.069898,47.485476,Corvin-negyed M,7:48:00,2,5712.810870659198
367,19.070815,47.490332,Harminckettesek tere,7:50:00,0,4307.980363321275
380,19.025186,47.507232,Széll Kálmán tér M,7:04:00,46,1957.0063010737294
381,19.027323,47.508483,Széna tér,7:05:00,45,1945.1758708650532
382,19.032114,47.510939,Mechwart liget,7:06:00,44,1919.4455806192589
383,19.038897,47.514546,"Margit híd, budai hídfő H",7:09:00,41,1851.7133534841291
384,19.044327,47.514439,Margitsziget / Margit híd,7:10:00,40,1901.6869461684246
385,19.048841,47.512847,Jászai Mari tér,7:12:00,38,2005.3507130721139
386,19.056659,47.509896,Nyugati pályaudvar M,7:14:00,36,2199.4787154549113
387,19.062871,47.505561,Oktogon M,7:16:00,34,2491.3572180207548
388,19.066202,47.502781,Király utca / Erzsébet körút,7:17:00,33,2701.221274644985
389,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:18:00,32,2949.253383252755
390,19.070672,47.496224,Blaha Lujza tér M,7:20:00,30,3337.3084876764874
391,19.071016,47.492383,Rákóczi tér M,7:21:00,29,3905.118305708087
392,19.070589,47.489559,Harminckettesek tere,7:23:00,27,4490.765725974539
393,19.070057,47.486186,Corvin-negyed M,7:25:00,25,5453.418447235864
394,19.068463,47.482184,Mester utca / Ferenc körút,7:26:00,24,7457.163565578666
395,19.066075,47.480125,Boráros tér H,7:27:00,23,9771.97654234749
396,19.058963,47.476672,"Petőfi híd, budai hídfő",7:29:00,21,20869.00828653729
397,19.052807,47.473677,Budafoki út / Szerémi sor,7:31:00,19,16373.772002335243
398,19.046863,47.474045,Újbuda-központ M,7:33:00,17,9047.493097118766
399,19.046863,47.474045,Újbuda-központ M,7:42:00,8,9047.493097118766
400,19.053736,47.474091,Budafoki út / Szerémi sor,7:44:00,6,18281.29510433255
401,19.059586,47.476933,"Petőfi híd, budai hídfő",7:45:00,5,19842.870460745202
402,19.066698,47.480376,Boráros tér H,7:47:00,3,9295.32087855548
403,19.068848,47.482751,Mester utca / Ferenc körút,7:49:00,1,7057.556043825248
404,19.069898,47.485476,Corvin-negyed M,7:50:00,0,5712.810870659198
418,19.025186,47.507232,Széll Kálmán tér M,7:07:00,43,1957.0063010737294
419,19.027323,47.508483,Széna tér,7:08:00,42,1945.1758708650532
420,19.032114,47.510939,Mechwart liget,7:09:00,41,1919.4455806192589
421,19.038897,47.514546,"Margit híd, budai hídfő H",7:12:00,38,1851.7133534841291
