shape_id,geometry
0976,"LINESTRING (19.046863 47.474045, 19.046882 47.474048, 19.047015 47.47403, 19.047433 47.474009, 19.048488 47.473877, 19.048806 47.473814, 19.049795 47.47373, 19.051718 47.473523, 19.051904 47.473505, 19.052077 47.473505, 19.052143 47.473505, 19.052388 47.473517, 19.052534 47.473553, 19.05264 47.47358, 19.052793 47.473658, 19.052912 47.473703, 19.053032 47.473757, 19.053702 47.474057, 19.053749 47.474082, 19.053736 47.474091, 19.053749 47.474082, 19.053775 47.474091, 19.054611 47.474512, 19.056017 47.475196, 19.056514 47.475424, 19.058531 47.476395, 19.058704 47.476476, 19.0596 47.476915, 19.059586 47.476933, 19.0596 47.476915, 19.060349 47.477294, 19.060667 47.477474, 19.060827 47.477555, 19.06283 47.478544, 19.065378 47.479767, 19.06575 47.47992, 19.066015 47.480037, 19.066692 47.480361, 19.066712 47.480367, 19.066698 47.480376, 19.066712 47.480367, 19.066857 47.480448, 19.067083 47.480565, 19.067528 47.480819, 19.067661 47.480918, 19.06778 47.481017, 19.067846 47.48108, 19.067926 47.481179, 19.068105 47.481446, 19.068231 47.481593, 19.068504 47.482057, 19.068543 47.482103, 19.068829 47.482753, 19.068848 47.482751, 19.068829 47.482753, 19.069088 47.483532, 19.069294 47.484003, 19.06948 47.484516, 19.069566 47.484774, 19.069659 47.48499, 19.069871 47.485485, 19.069898 47.485476, 19.069871 47.485485, 19.069891 47.485532, 19.069938 47.4857, 19.070117 47.485991, 19.070184 47.486207, 19.070224 47.486387, 19.070284 47.48677, 19.07033 47.487205, 19.07037 47.487448, 19.070483 47.488119, 19.07063 47.489217, 19.070796 47.49029, 19.070802 47.490332, 19.070815 47.490332, 19.070802 47.490332, 19.070922 47.491178, 19.071056 47.492176, 19.071161 47.492833, 19.071188 47.492851, 19.071161 47.492833, 19.071169 47.492989, 19.071169 47.493061, 19.071155 47.49315, 19.071123 47.493399, 19.070964 47.494865, 19.070844 47.495882, 19.070825 47.496155, 19.070798 47.496299, 19.070673 47.496673, 19.070645 47.496754, 19.070645 47.496772, 19.070699 47.496781, 19.070645 47.496772, 19.070586 47.497009, 19.070573 47.497081, 19.07054 47.497348, 19.070474 47.4976, 19.070189 47.498539, 19.070136 47.498655, 19.070083 47.498745, 19.06999 47.49888, 19.069412 47.499606, 19.068882 47.500316, 19.068948 47.500325, 19.068882 47.500316, 19.06863 47.500613, 19.068524 47.500721, 19.06656 47.502502, 19.065804 47.503204, 19.06583 47.503249, 19.065804 47.503204, 19.065512 47.503438, 19.065153 47.503744, 19.063972 47.504769, 19.063641 47.505048, 19.063216 47.5054, 19.062977 47.50558, 19.062433 47.505956, 19.062406 47.505939, 19.062433 47.505956, 19.062413 47.505978, 19.062088 47.506218, 19.061477 47.506595, 19.061238 47.506794, 19.059665 47.507841, 19.058225 47.508863, 19.057794 47.509163, 19.057018 47.50979, 19.056878 47.509865, 19.056599 47.510027, 19.056148 47.510234, 19.056168 47.510274, 19.056148 47.510234, 19.055378 47.510575, 19.055172 47.51068, 19.055086 47.510692, 19.05417 47.511016, 19.051701 47.51188, 19.050997 47.512123, 19.049059 47.512815, 19.048846 47.512905, 19.048528 47.513031, 19.048209 47.51313, 19.048177 47.513099, 19.048209 47.51313, 19.047851 47.513229, 19.047651 47.513292, 19.04724 47.513427, 19.047027 47.513508, 19.044664 47.514362, 19.04422 47.514548, 19.043729 47.514709, 19.043609 47.514773, 19.043522 47.514767, 19.043443 47.514776, 19.04335 47.514776, 19.043137 47.514767, 19.042601 47.514744, 19.042521 47.514744, 19.042521 47.514717, 19.042521 47.514744, 19.042062 47.514731, 19.040402 47.514677, 19.039061 47.514623, 19.03818 47.5146, 19.038193 47.514618, 19.03818 47.5146, 19.037715 47.514591, 19.036906 47.514555, 19.036233 47.514533, 19.036127 47.514524, 19.036021 47.514506, 19.035915 47.514488, 19.035855 47.514494, 19.035795 47.514434, 19.035742 47.514398, 19.035676 47.514317, 19.035523 47.514062, 19.035085 47.513261, 19.034879 47.512895, 19.034601 47.51232, 19.034442 47.512023, 19.034369 47.511948, 19.034249 47.511822, 19.034176 47.511735, 19.034083 47.511681, 19.033944 47.511651, 19.033108 47.511345, 19.03255 47.511147, 19.032318 47.511042, 19.032139 47.51103, 19.031455 47.510772, 19.031462 47.510778, 19.031455 47.510772, 19.031402 47.510754, 19.031242 47.5107, 19.030419 47.510421, 19.029557 47.510115, 19.029411 47.510052, 19.029238 47.50998, 19.029052 47.509899, 19.02892 47.509845, 19.02876 47.509755, 19.028628 47.509674, 19.028455 47.50954, 19.028097 47.509252, 19.027725 47.508937, 19.027247 47.508514, 19.026809 47.508136, 19.02677 47.5081, 19.026739 47.508114, 19.02677 47.5081, 19.026195 47.507574, 19.026076 47.507484, 19.02594 47.507431, 19.025863 47.507367, 19.025744 47.507322, 19.025638 47.507295, 19.025545 47.507286, 19.025439 47.507277, 19.025266 47.507286, 19.024496 47.507331, 19.024496 47.507358)"
0977,"LINESTRING (19.025186 47.507232, 19.025177 47.507263, 19.025319 47.50725, 19.025439 47.50725, 19.025531 47.50725, 19.025624 47.507259, 19.02577 47.507286, 19.025877 47.507331, 19.026076 47.50743, 19.026226 47.507551, 19.02727 47.50851, 19.027323 47.508483, 19.02727 47.50851, 19.02731 47.508537, 19.028097 47.509207, 19.028428 47.509468, 19.028661 47.50968, 19.028807 47.50977, 19.0289 47.509815, 19.029046 47.509896, 19.029397 47.510016, 19.029596 47.510097, 19.03034 47.510358, 19.031004 47.510574, 19.031203 47.510646, 19.031581 47.510778, 19.032145 47.510934, 19.032114 47.510939, 19.032145 47.510934, 19.03245 47.51106, 19.033599 47.511498, 19.034064 47.511669, 19.03415 47.511681, 19.034229 47.511744, 19.034296 47.511789, 19.034402 47.511897, 19.034481 47.512005, 19.034933 47.512904, 19.035298 47.513567, 19.035662 47.514218, 19.035702 47.514281, 19.035769 47.514362, 19.035848 47.514425, 19.035941 47.514461, 19.036034 47.514488, 19.03614 47.514506, 19.03672 47.514519, 19.036972 47.514528, 19.037715 47.514564, 19.038902 47.514596, 19.038897 47.514546, 19.038902 47.514596, 19.039619 47.514614, 19.043257 47.514731, 19.043389 47.514731, 19.043509 47.514722, 19.043575 47.514713, 19.044327 47.514439, 19.044327 47.514439, 19.044327 47.514439, 19.044452 47.514398, 19.04673 47.513575, 19.04738 47.513324, 19.047579 47.513252, 19.047805 47.513162, 19.047991 47.51309, 19.048257 47.512991, 19.048793 47.512842, 19.048827 47.512829, 19.048841 47.512847, 19.048827 47.512829, 19.049178 47.512734, 19.050466 47.512285, 19.051668 47.511868, 19.052663 47.511517, 19.054488 47.510872, 19.055073 47.510665, 19.055245 47.510593, 19.055856 47.510333, 19.056427 47.510072, 19.056652 47.509946, 19.056686 47.509914, 19.056659 47.509896, 19.056686 47.509914, 19.056758 47.509883, 19.056997 47.509748, 19.057827 47.509115, 19.058371 47.50871, 19.059287 47.508089, 19.060289 47.507373, 19.061331 47.506658, 19.061743 47.50637, 19.062221 47.506083, 19.062314 47.506002, 19.062838 47.505565, 19.062844 47.505552, 19.062871 47.505561, 19.062844 47.505552, 19.063176 47.505318, 19.063614 47.505012, 19.063919 47.504769, 19.065246 47.503609, 19.066188 47.50279, 19.066202 47.502781, 19.066188 47.50279, 19.068484 47.500676, 19.06863 47.500523, 19.068749 47.500415, 19.069187 47.499839, 19.06916 47.49983, 19.069187 47.499839, 19.0692 47.499812, 19.06999 47.498808, 19.070043 47.498718, 19.070116 47.498589, 19.070222 47.498284, 19.07048 47.497414, 19.070507 47.497324, 19.070533 47.497027, 19.070573 47.496883, 19.070759 47.496227, 19.070672 47.496224, 19.070759 47.496227, 19.070785 47.496128, 19.070804 47.495819, 19.070844 47.495567, 19.070957 47.4945, 19.071116 47.493213, 19.071115 47.493043, 19.071115 47.492872, 19.071042 47.492356, 19.071016 47.492383, 19.071042 47.492356, 19.070916 47.491441, 19.070803 47.490656, 19.070656 47.489568, 19.070589 47.489559, 19.070656 47.489568, 19.070463 47.488293, 19.070317 47.487376, 19.070257 47.486932, 19.070224 47.486629, 19.070157 47.486288, 19.070124 47.486177, 19.070057 47.486186, 19.070124 47.486177, 19.07011 47.486123, 19.070018 47.485952, 19.069925 47.485772, 19.069832 47.485565, 19.069726 47.485331, 19.069526 47.484765, 19.06946 47.484594, 19.069373 47.484309, 19.069008 47.483433, 19.068776 47.482771, 19.06851 47.482186, 19.068463 47.482184, 19.06851 47.482186, 19.06845 47.482058, 19.068278 47.481796, 19.068125 47.481521, 19.067873 47.481179, 19.06782 47.481116, 19.06776 47.481086, 19.067661 47.480972, 19.067594 47.480918, 19.067515 47.480864, 19.067408 47.480792, 19.067302 47.480738, 19.067196 47.480684, 19.067077 47.480639, 19.066811 47.480522, 19.066546 47.480397, 19.066061 47.480152, 19.066075 47.480125, 19.066061 47.480152, 19.065696 47.479965, 19.065338 47.479794, 19.062857 47.478598, 19.060681 47.477519, 19.060521 47.477447, 19.06011 47.477267, 19.059785 47.477129, 19.058936 47.476699, 19.058963 47.476672, 19.058936 47.47669, 19.058717 47.476575, 19.058597 47.476503, 19.058491 47.476431, 19.058385 47.476368, 19.057708 47.476035, 19.056647 47.475523, 19.055499 47.47498, 19.054153 47.474317, 19.053794 47.474173, 19.052905 47.473751, 19.052786 47.473697, 19.052807 47.473677, 19.052786 47.473697, 19.05262 47.473649, 19.052534 47.473598, 19.052415 47.473562, 19.052348 47.473544, 19.052269 47.473535, 19.052136 47.473517, 19.052043 47.473508, 19.051937 47.473517, 19.051778 47.473526, 19.050133 47.473697, 19.048793 47.473841, 19.048488 47.473877, 19.047433 47.474009, 19.047015 47.47403, 19.046882 47.474048, 19.046863 47.474045)"
2064,"LINESTRING (19.071316 47.496038, 19.07127 47.496062, 19.07123 47.496071, 19.07119 47.496062, 19.07115 47.496062, 19.07111 47.496053, 19.070991 47.496026, 19.070964 47.496017, 19.070925 47.495999, 19.070898 47.495981, 19.070858 47.495954, 19.070851 47.495912, 19.070838 47.495885, 19.070818 47.495873, 19.070811 47.495795, 19.070851 47.495462, 19.070957 47.4945, 19.071116 47.493213, 19.071115 47.493043, 19.071115 47.492872, 19.071062 47.492395, 19.071055 47.492356, 19.071016 47.492383, 19.071016 47.492383, 19.071042 47.492356, 19.070916 47.491441, 19.070803 47.490656, 19.070656 47.489568, 19.070589 47.489559, 19.070656 47.489568, 19.070463 47.488293, 19.070317 47.487376, 19.070257 47.486932, 19.070224 47.486629, 19.070157 47.486288, 19.070124 47.486177, 19.070057 47.486186, 19.070124 47.486177, 19.07011 47.486123, 19.070018 47.485952, 19.069925 47.485772, 19.069832 47.485565, 19.069726 47.485331, 19.069526 47.484765, 19.06946 47.484594, 19.069373 47.484309, 19.069008 47.483433, 19.068776 47.482771, 19.06851 47.482186, 19.068463 47.482184, 19.06851 47.482186, 19.06845 47.482058, 19.068278 47.481796, 19.068125 47.481521, 19.067873 47.481179, 19.06782 47.481116, 19.06776 47.481086, 19.067661 47.480972, 19.067594 47.480918, 19.067515 47.480864, 19.067408 47.480792, 19.067302 47.480738, 19.067196 47.480684, 19.067077 47.480639, 19.066811 47.480522, 19.066546 47.480397, 19.066061 47.480152, 19.066075 47.480125, 19.066061 47.480152, 19.065696 47.479965, 19.065338 47.479794, 19.062857 47.478598, 19.060681 47.477519, 19.060521 47.477447, 19.06011 47.477267, 19.059785 47.477129, 19.058936 47.476699, 19.058963 47.476672, 19.058936 47.47669, 19.058717 47.476575, 19.058597 47.476503, 19.058491 47.476431, 19.058385 47.476368, 19.057708 47.476035, 19.056647 47.475523, 19.055499 47.47498, 19.054153 47.474317, 19.053794 47.474173, 19.052905 47.473751, 19.052786 47.473697, 19.052807 47.473677, 19.052786 47.473697, 19.05262 47.473649, 19.052534 47.473598, 19.052415 47.473562, 19.052348 47.473544, 19.052269 47.473535, 19.052136 47.473517, 19.052043 47.473508, 19.051937 47.473517, 19.051778 47.473526, 19.050133 47.473697, 19.048793 47.473841, 19.048488 47.473877, 19.047433 47.474009, 19.047015 47.47403, 19.046882 47.474048, 19.046863 47.474045)"
7404,"LINESTRING (19.091421 47.470692, 19.091394 47.470683, 19.091288 47.470701, 19.091222 47.470701, 19.091142 47.470701, 19.091089 47.470701, 19.090824 47.470611, 19.090704 47.470603, 19.090466 47.470621, 19.090373 47.470621, 19.09028 47.470603, 19.089961 47.470495, 19.089749 47.470441, 19.089179 47.470306, 19.088953 47.47027, 19.088502 47.470199, 19.088529 47.470172, 19.088502 47.470199, 19.08817 47.470163, 19.08768 47.470127, 19.087175 47.4701, 19.086844 47.470082, 19.086486 47.470055, 19.086154 47.470028, 19.085849 47.470002, 19.085545 47.469982, 19.085307 47.469955, 19.084829 47.469874, 19.084549 47.469795, 19.084166 47.469731, 19.083939 47.469642, 19.083713 47.469588, 19.083728 47.469596, 19.083713 47.469588, 19.08358 47.469553, 19.083461 47.469544, 19.083381 47.469553, 19.083328 47.469571, 19.083275 47.469598, 19.083209 47.469643, 19.083103 47.46976, 19.082904 47.470047, 19.082772 47.470218, 19.08276 47.470226, 19.082772 47.470218, 19.082745 47.470254, 19.082732 47.470326, 19.082713 47.470562, 19.082679 47.470632, 19.082653 47.470686, 19.082533 47.470812, 19.081963 47.471415, 19.081527 47.471881, 19.080301 47.473126, 19.08028 47.473142, 19.080293 47.473151, 19.08028 47.473142, 19.079671 47.47378, 19.078849 47.47458, 19.077828 47.475669, 19.077622 47.475906, 19.077636 47.475906, 19.077622 47.475906, 19.077583 47.47596, 19.07749 47.476023, 19.077423 47.476059, 19.077331 47.476095, 19.077238 47.476104, 19.077171 47.476122, 19.077105 47.476122, 19.077019 47.476146, 19.076328 47.47603, 19.076355 47.476021, 19.076355 47.47603, 19.075666 47.475948, 19.074007 47.475715, 19.071858 47.4754, 19.071095 47.475269, 19.070988 47.475251, 19.070896 47.475224, 19.070743 47.475176, 19.070465 47.475023, 19.070384 47.474934, 19.070398 47.474925, 19.070384 47.474943, 19.070332 47.474924, 19.070279 47.474861, 19.070226 47.474771, 19.070226 47.474708, 19.070226 47.474645, 19.070239 47.474582, 19.070325 47.47445, 19.070961 47.473677, 19.072161 47.472243, 19.072545 47.471759, 19.072718 47.471489, 19.072837 47.471327, 19.073155 47.470949, 19.073182 47.470958, 19.073155 47.470949, 19.073168 47.470922, 19.07346 47.470599, 19.073712 47.470374, 19.073832 47.470264, 19.074309 47.469706, 19.074468 47.46949, 19.074694 47.469175, 19.07484 47.468942, 19.074946 47.468807, 19.07533 47.468222, 19.075436 47.468078, 19.075648 47.467772, 19.075846 47.467486, 19.07582 47.467477)"
A776,"LINESTRING (19.005257 47.432125, 19.005178 47.432152, 19.005217 47.432205, 19.00523 47.432277, 19.005217 47.432349, 19.005191 47.432403, 19.005124 47.432457, 19.005164 47.432475, 19.005204 47.432493, 19.00523 47.432511, 19.005253 47.432561, 19.00527 47.432565, 19.005283 47.432592, 19.005296 47.432619, 19.005283 47.432646, 19.00527 47.432682, 19.005257 47.432709, 19.00523 47.432727, 19.005204 47.432754, 19.005164 47.432772, 19.005124 47.432781, 19.005084 47.43279, 19.005044 47.43279, 19.004991 47.43279, 19.004952 47.432781, 19.004912 47.432772, 19.004872 47.432754, 19.004817 47.432807, 19.004872 47.432754, 19.004846 47.432727, 19.004819 47.432709, 19.004806 47.432682, 19.004793 47.432646, 19.004793 47.432619, 19.004793 47.432592, 19.004806 47.432565, 19.004819 47.432538, 19.004846 47.432511, 19.004872 47.432493, 19.004912 47.432475, 19.004952 47.432457, 19.004873 47.432313, 19.004846 47.43216, 19.005257 47.432125, 19.005178 47.432152, 19.005125 47.432089, 19.005032 47.431855, 19.005006 47.431774, 19.004926 47.431783, 19.005006 47.431774, 19.004966 47.431684, 19.004962 47.431616, 19.004993 47.431477, 19.005041 47.431428, 19.005207 47.431242, 19.005572 47.430924, 19.005735 47.430767, 19.005656 47.430722, 19.005735 47.430767, 19.005837 47.43069, 19.007005 47.42962, 19.007615 47.428991, 19.007748 47.428829, 19.00792 47.428631, 19.008004 47.428537, 19.007951 47.42851, 19.008004 47.428537, 19.008119 47.428433, 19.008252 47.428317, 19.008371 47.428209, 19.008822 47.427768, 19.009114 47.42748, 19.0093 47.4273, 19.009432 47.42713, 19.009552 47.426968, 19.009618 47.426851, 19.009685 47.426599, 19.009751 47.426275, 19.00995 47.42623, 19.010202 47.426167, 19.01158 47.425835, 19.012263 47.425685, 19.012247 47.425651, 19.012263 47.425685, 19.012495 47.425664, 19.013158 47.425548, 19.013463 47.425494, 19.013914 47.425413, 19.014537 47.425296, 19.015266 47.425215, 19.01614 47.425099, 19.016131 47.425032, 19.01614 47.425099, 19.016485 47.425054, 19.017956 47.424856, 19.020028 47.424457, 19.020014 47.424412, 19.020028 47.424457, 19.020263 47.424434, 19.020541 47.42438, 19.021244 47.424282, 19.02188 47.424183, 19.023073 47.424057, 19.023961 47.42394, 19.024401 47.423864, 19.024388 47.42381, 19.024401 47.423864, 19.024717 47.423851, 19.025406 47.423761, 19.02583 47.423707, 19.026002 47.423662, 19.026519 47.423419, 19.026694 47.423352, 19.027344 47.423271, 19.029475 47.422961, 19.029729 47.422921, 19.029716 47.422858, 19.029729 47.422921, 19.029767 47.422943, 19.030138 47.422916, 19.03031 47.422898, 19.030403 47.42288, 19.030814 47.422745, 19.03149 47.422547, 19.032358 47.422191, 19.032195 47.421779, 19.032129 47.421788, 19.032195 47.421779, 19.031954 47.421153, 19.031769 47.420614, 19.031835 47.42056, 19.032007 47.420542, 19.032869 47.420542, 19.034274 47.420506, 19.03479 47.421136, 19.035228 47.421289, 19.035307 47.421289, 19.035347 47.421325, 19.035466 47.421415, 19.035586 47.42155, 19.035733 47.421681, 19.035773 47.421663, 19.035733 47.421681, 19.035798 47.421783, 19.035943 47.421972, 19.036023 47.422107, 19.036076 47.422215, 19.036116 47.422305, 19.036129 47.42235, 19.036129 47.422377, 19.03642 47.422368, 19.036818 47.422332, 19.037375 47.422287, 19.037494 47.42226, 19.037693 47.422206, 19.038422 47.421919, 19.038925 47.421721, 19.039217 47.421622, 19.039389 47.421586, 19.039509 47.421568, 19.039694 47.421559, 19.039866 47.42155, 19.040065 47.421532, 19.040238 47.421505, 19.040344 47.421478, 19.040688 47.421343, 19.040889 47.42124, 19.040849 47.421195, 19.040889 47.42124, 19.040914 47.421253, 19.04098 47.421235, 19.041046 47.421226, 19.041444 47.421253, 19.04147 47.42137, 19.041483 47.421649, 19.041483 47.421847, 19.041443 47.422549, 19.041284 47.423061, 19.041152 47.423313, 19.040953 47.4237, 19.040794 47.423961, 19.040038 47.425229, 19.039866 47.425535, 19.039402 47.426299, 19.039191 47.426691, 19.039244 47.4267, 19.039191 47.426691, 19.03915 47.426785, 19.038924 47.427217, 19.038805 47.427451, 19.038434 47.42808, 19.038076 47.428683, 19.037877 47.429061, 19.037799 47.429272, 19.037711 47.429576, 19.037773 47.429587, 19.037711 47.429576, 19.037638 47.429825, 19.037598 47.429996, 19.037559 47.43014, 19.037532 47.430311, 19.037625 47.430545, 19.037638 47.430752, 19.037388 47.432402, 19.037454 47.432411, 19.037388 47.432402, 19.037335 47.432735, 19.037295 47.432888, 19.037255 47.433247, 19.037242 47.433373, 19.037215 47.43349, 19.037175 47.433625, 19.037109 47.433715, 19.037016 47.433823, 19.036895 47.43399, 19.036868 47.434161, 19.036789 47.434341, 19.036656 47.434655, 19.03651 47.435087, 19.036523 47.435276, 19.036576 47.435411, 19.036682 47.435582, 19.036828 47.435717, 19.037054 47.435942, 19.037358 47.43623, 19.037557 47.436463, 19.037624 47.436607, 19.037663 47.436769, 19.03769 47.436913, 19.037703 47.437138, 19.037769 47.43748, 19.037875 47.437696, 19.038008 47.437831, 19.038207 47.43793, 19.038405 47.438011, 19.038684 47.438074, 19.040036 47.438317, 19.041203 47.438542, 19.042237 47.438704, 19.042688 47.438758, 19.042774 47.438608, 19.042866 47.438473, 19.042959 47.438365, 19.043171 47.43814, 19.043344 47.437915, 19.043457 47.437678, 19.04351 47.437417, 19.043524 47.437178, 19.043523 47.437183, 19.04351 47.43695, 19.043443 47.436563, 19.043351 47.436302, 19.043205 47.435924, 19.040659 47.436347, 19.039654 47.436495, 19.03968 47.436585)"
