,trip_id,stop_id,arrival_time,departure_time,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,route_id,service_id,direction_id,shape_id,stop_name,stop_code,location_type,location_sub_type,parent_station,wheelchair_boarding,stop_direction,geometry,short_names
15118,C34268105116,F01082,26220.0,26220.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
15119,C34268105116,F00933,26340.0,26340.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
15120,C34268105116,F00925,26460.0,26460.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
15121,C34268105116,F00141,26580.0,26580.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
15122,C34268105116,F00192,26640.0,26640.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
15123,C34268105116,F00198,26760.0,26760.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
15124,C34268105116,F00307,26880.0,26880.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
15125,C34268105116,F02476,27000.0,27000.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
15126,C34268106997,009220,26400.0,26400.0,0,Széll Kálmán tér M,,1,0.0,3060,C34268REHHKMK-011,1,B692,Móricz Zsigmond körtér M,,,,,1.0,,POINT (19.048349 47.477499),6
15127,C34268106997,F02153,26520.0,26520.0,1,Széll Kálmán tér M,,,477.0,3060,C34268REHHKMK-011,1,B692,Budafoki út / Karinthy Frigyes út,,,,,1.0,114,POINT (19.054107 47.475827),6
15128,C34268106997,F02225,26580.0,26580.0,2,Széll Kálmán tér M,,,960.0,3060,C34268REHHKMK-011,1,B692,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),6
15129,C34268106997,F01374,26700.0,26700.0,3,Széll Kálmán tér M,,,1622.0,3060,C34268REHHKMK-011,1,B692,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),6
15130,C34268106997,F01380,26820.0,26820.0,4,Széll Kálmán tér M,,,1942.0,3060,C34268REHHKMK-011,1,B692,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),6
15131,C34268106997,F01191,26880.0,26880.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
15132,C34268106997,F01199,27000.0,27000.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
15133,C34268106997,F01200,27060.0,27060.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
15134,C34268106997,F01168,27180.0,27180.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
15135,C34268106997,F01111,27240.0,27240.0,9,Széll Kálmán tér M,,,3965.0,3060,C34268REHHKMK-011,1,B692,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),6
15136,C34268106997,F01035,27300.0,27300.0,10,Széll Kálmán tér M,,,4369.0,3060,C34268REHHKMK-011,1,B692,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),6
15137,C34268106997,F01082,27420.0,27420.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
15138,C34268106997,F00933,27540.0,27540.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
15139,C34268106997,F00925,27660.0,27660.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
15140,C34268106997,F00141,27780.0,27780.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
15141,C34268106997,F00192,27840.0,27840.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
15142,C34268106997,F00198,27960.0,27960.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
15143,C34268106997,F00307,28080.0,28080.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
17506,C3426814107,009220,27360.0,27360.0,0,Széll Kálmán tér M,,1,0.0,3060,C34268REHHKMK-011,1,B692,Móricz Zsigmond körtér M,,,,,1.0,,POINT (19.048349 47.477499),6
17507,C3426814107,F02153,27480.0,27480.0,1,Széll Kálmán tér M,,,477.0,3060,C34268REHHKMK-011,1,B692,Budafoki út / Karinthy Frigyes út,,,,,1.0,114,POINT (19.054107 47.475827),6
17508,C3426814107,F02225,27540.0,27540.0,2,Széll Kálmán tér M,,,960.0,3060,C34268REHHKMK-011,1,B692,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),6
17509,C3426814107,F01374,27660.0,27660.0,3,Széll Kálmán tér M,,,1622.0,3060,C34268REHHKMK-011,1,B692,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),6
17510,C3426814107,F01380,27780.0,27780.0,4,Széll Kálmán tér M,,,1942.0,3060,C34268REHHKMK-011,1,B692,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),6
17511,C3426814107,F01191,27840.0,27840.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
17512,C3426814107,F01199,27960.0,27960.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
17513,C3426814107,F01200,28020.0,28020.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
17514,C3426814107,F01168,28140.0,28140.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
18037,C342681730,F02476,26160.0,26160.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
18055,C342681941,F00307,26160.0,26160.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
18056,C342681941,F02476,26280.0,26280.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
18092,C342681945,F00198,26160.0,26160.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
18093,C342681945,F00307,26280.0,26280.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
18094,C342681945,F02476,26400.0,26400.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
18129,C342681951,F00192,26160.0,26160.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
18130,C342681951,F00198,26280.0,26280.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
18131,C342681951,F00307,26400.0,26400.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
18132,C342681951,F02476,26520.0,26520.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
18147,C342681955,F00141,26220.0,26220.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
18148,C342681955,F00192,26280.0,26280.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
18149,C342681955,F00198,26400.0,26400.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
18150,C342681955,F00307,26520.0,26520.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
18151,C342681955,F02476,26640.0,26640.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
18165,C342681961,F00925,26220.0,26220.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
18166,C342681961,F00141,26340.0,26340.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
18167,C342681961,F00192,26400.0,26400.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
18168,C342681961,F00198,26520.0,26520.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
18169,C342681961,F00307,26640.0,26640.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
18170,C342681961,F02476,26760.0,26760.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
18202,C342681965,F00933,26220.0,26220.0,12,Széll Kálmán tér M,,,5584.0,3040,C34268REHHKMK-011,1,0976,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),4
18203,C342681965,F00925,26340.0,26340.0,13,Széll Kálmán tér M,,,6271.0,3040,C34268REHHKMK-011,1,0976,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),4
18204,C342681965,F00141,26460.0,26460.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
18205,C342681965,F00192,26520.0,26520.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
18206,C342681965,F00198,26640.0,26640.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
18207,C342681965,F00307,26760.0,26760.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
18208,C342681965,F02476,26880.0,26880.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
18234,C342681985,F01199,26160.0,26160.0,6,Széll Kálmán tér M,,,2937.0,3040,C34268REHHKMK-011,1,0976,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),4
18235,C342681985,F01200,26220.0,26220.0,7,Széll Kálmán tér M,,,3219.0,3040,C34268REHHKMK-011,1,0976,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),4
18236,C342681985,F01168,26340.0,26340.0,8,Széll Kálmán tér M,,,3665.0,3040,C34268REHHKMK-011,1,0976,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),4
18237,C342681985,F01111,26400.0,26400.0,9,Széll Kálmán tér M,,,4095.0,3040,C34268REHHKMK-011,1,0976,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),4
18238,C342681985,F01035,26460.0,26460.0,10,Széll Kálmán tér M,,,4499.0,3040,C34268REHHKMK-011,1,0976,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),4
18239,C342681985,F01082,26580.0,26580.0,11,Széll Kálmán tér M,,,4903.0,3040,C34268REHHKMK-011,1,0976,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),4
18240,C342681985,F00933,26700.0,26700.0,12,Széll Kálmán tér M,,,5584.0,3040,C34268REHHKMK-011,1,0976,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),4
18241,C342681985,F00925,26820.0,26820.0,13,Széll Kálmán tér M,,,6271.0,3040,C34268REHHKMK-011,1,0976,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),4
18242,C342681985,F00141,26940.0,26940.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
18243,C342681985,F00192,27000.0,27000.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
18244,C342681985,F00198,27120.0,27120.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
18245,C342681985,F00307,27240.0,27240.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
18246,C342681985,F02476,27360.0,27360.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
18271,C342681991,F01191,26160.0,26160.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
18272,C342681991,F01199,26280.0,26280.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
18273,C342681991,F01200,26340.0,26340.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
18274,C342681991,F01168,26460.0,26460.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
18275,C342681991,F01111,26520.0,26520.0,9,Széll Kálmán tér M,,,3965.0,3060,C34268REHHKMK-011,1,B692,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),6
18276,C342681991,F01035,26580.0,26580.0,10,Széll Kálmán tér M,,,4369.0,3060,C34268REHHKMK-011,1,B692,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),6
18277,C342681991,F01082,26700.0,26700.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
18278,C342681991,F00933,26820.0,26820.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
18279,C342681991,F00925,26940.0,26940.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
18280,C342681991,F00141,27060.0,27060.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
18281,C342681991,F00192,27120.0,27120.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
18282,C342681991,F00198,27240.0,27240.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
18283,C342681991,F00307,27360.0,27360.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
18284,C342681991,F02476,27480.0,27480.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
18289,C342681995,F01380,26220.0,26220.0,4,Széll Kálmán tér M,,,2072.0,3040,C34268REHHKMK-011,1,0976,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),4
18290,C342681995,F01191,26280.0,26280.0,5,Széll Kálmán tér M,,,2390.0,3040,C34268REHHKMK-011,1,0976,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),4
18291,C342681995,F01199,26400.0,26400.0,6,Széll Kálmán tér M,,,2937.0,3040,C34268REHHKMK-011,1,0976,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),4
18292,C342681995,F01200,26460.0,26460.0,7,Széll Kálmán tér M,,,3219.0,3040,C34268REHHKMK-011,1,0976,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),4
18293,C342681995,F01168,26580.0,26580.0,8,Széll Kálmán tér M,,,3665.0,3040,C34268REHHKMK-011,1,0976,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),4
18294,C342681995,F01111,26640.0,26640.0,9,Széll Kálmán tér M,,,4095.0,3040,C34268REHHKMK-011,1,0976,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),4
18295,C342681995,F01035,26700.0,26700.0,10,Széll Kálmán tér M,,,4499.0,3040,C34268REHHKMK-011,1,0976,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),4
18296,C342681995,F01082,26820.0,26820.0,11,Széll Kálmán tér M,,,4903.0,3040,C34268REHHKMK-011,1,0976,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),4
18297,C342681995,F00933,26940.0,26940.0,12,Széll Kálmán tér M,,,5584.0,3040,C34268REHHKMK-011,1,0976,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),4
18298,C342681995,F00925,27060.0,27060.0,13,Széll Kálmán tér M,,,6271.0,3040,C34268REHHKMK-011,1,0976,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),4
18299,C342681995,F00141,27180.0,27180.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
18300,C342681995,F00192,27240.0,27240.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
18301,C342681995,F00198,27360.0,27360.0,16,Széll Kálmán tér M,,,7825.0,3040,C34268REHHKMK-011,1,0976,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),4
18302,C342681995,F00307,27480.0,27480.0,17,Széll Kálmán tér M,,,8299.0,3040,C34268REHHKMK-011,1,0976,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),4
18303,C342681995,F02476,27600.0,27600.0,18,Széll Kálmán tér M,1.0,,8515.0,3040,C34268REHHKMK-011,1,0976,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),4
18307,C342682001,F01374,26220.0,26220.0,3,Széll Kálmán tér M,,,1622.0,3060,C34268REHHKMK-011,1,B692,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),6
18308,C342682001,F01380,26340.0,26340.0,4,Széll Kálmán tér M,,,1942.0,3060,C34268REHHKMK-011,1,B692,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),6
18309,C342682001,F01191,26400.0,26400.0,5,Széll Kálmán tér M,,,2260.0,3060,C34268REHHKMK-011,1,B692,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),6
18310,C342682001,F01199,26520.0,26520.0,6,Széll Kálmán tér M,,,2807.0,3060,C34268REHHKMK-011,1,B692,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),6
18311,C342682001,F01200,26580.0,26580.0,7,Széll Kálmán tér M,,,3089.0,3060,C34268REHHKMK-011,1,B692,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),6
18312,C342682001,F01168,26700.0,26700.0,8,Széll Kálmán tér M,,,3535.0,3060,C34268REHHKMK-011,1,B692,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),6
18313,C342682001,F01111,26760.0,26760.0,9,Széll Kálmán tér M,,,3965.0,3060,C34268REHHKMK-011,1,B692,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),6
18314,C342682001,F01035,26820.0,26820.0,10,Széll Kálmán tér M,,,4369.0,3060,C34268REHHKMK-011,1,B692,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),6
18315,C342682001,F01082,26940.0,26940.0,11,Széll Kálmán tér M,,,4773.0,3060,C34268REHHKMK-011,1,B692,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),6
18316,C342682001,F00933,27060.0,27060.0,12,Széll Kálmán tér M,,,5454.0,3060,C34268REHHKMK-011,1,B692,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),6
18317,C342682001,F00925,27180.0,27180.0,13,Széll Kálmán tér M,,,6141.0,3060,C34268REHHKMK-011,1,B692,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),6
18318,C342682001,F00141,27300.0,27300.0,14,Széll Kálmán tér M,,,6621.0,3060,C34268REHHKMK-011,1,B692,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),6
18319,C342682001,F00192,27360.0,27360.0,15,Széll Kálmán tér M,,,6953.0,3060,C34268REHHKMK-011,1,B692,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),6
18320,C342682001,F00198,27480.0,27480.0,16,Széll Kálmán tér M,,,7695.0,3060,C34268REHHKMK-011,1,B692,Mechwart liget,,,,,1.0,-119,POINT (19.031462 47.510778),6
18321,C342682001,F00307,27600.0,27600.0,17,Széll Kálmán tér M,,,8169.0,3060,C34268REHHKMK-011,1,B692,Széna tér,,,,,1.0,-143,POINT (19.026739 47.508114),6
18322,C342682001,F02476,27720.0,27720.0,18,Széll Kálmán tér M,1.0,,8385.0,3060,C34268REHHKMK-011,1,B692,Széll Kálmán tér M,,,,,1.0,-82,POINT (19.024496 47.507358),6
18343,C342682005,F01992,26160.0,26160.0,1,Széll Kálmán tér M,,,546.0,3040,C34268REHHKMK-011,1,0976,Budafoki út / Szerémi sor,,,,,1.0,55,POINT (19.053736 47.474091),4
18344,C342682005,F02225,26220.0,26220.0,2,Széll Kálmán tér M,,,1090.0,3040,C34268REHHKMK-011,1,0976,"Petőfi híd, budai hídfő",,,,,1.0,54,POINT (19.059586 47.476933),4
18345,C342682005,F01374,26340.0,26340.0,3,Széll Kálmán tér M,,,1752.0,3040,C34268REHHKMK-011,1,0976,Boráros tér H,,,,,2.0,54,POINT (19.066698 47.480376),4
18346,C342682005,F01380,26460.0,26460.0,4,Széll Kálmán tér M,,,2072.0,3040,C34268REHHKMK-011,1,0976,Mester utca / Ferenc körút,,,,,1.0,14,POINT (19.068848 47.482751),4
18347,C342682005,F01191,26520.0,26520.0,5,Széll Kálmán tér M,,,2390.0,3040,C34268REHHKMK-011,1,0976,Corvin-negyed M,,,,,1.0,15,POINT (19.069898 47.485476),4
18348,C342682005,F01199,26640.0,26640.0,6,Széll Kálmán tér M,,,2937.0,3040,C34268REHHKMK-011,1,0976,Harminckettesek tere,,,,,1.0,6,POINT (19.070815 47.490332),4
18349,C342682005,F01200,26700.0,26700.0,7,Széll Kálmán tér M,,,3219.0,3040,C34268REHHKMK-011,1,0976,Rákóczi tér M,,,,,1.0,5,POINT (19.071188 47.492851),4
18350,C342682005,F01168,26820.0,26820.0,8,Széll Kálmán tér M,,,3665.0,3040,C34268REHHKMK-011,1,0976,Blaha Lujza tér M,,,,,1.0,-10,POINT (19.070699 47.496781),4
18351,C342682005,F01111,26880.0,26880.0,9,Széll Kálmán tér M,,,4095.0,3040,C34268REHHKMK-011,1,0976,Wesselényi utca / Erzsébet körút,,,,,1.0,-28,POINT (19.068948 47.500325),4
18352,C342682005,F01035,26940.0,26940.0,10,Széll Kálmán tér M,,,4499.0,3040,C34268REHHKMK-011,1,0976,Király utca / Erzsébet körút,,,,,1.0,-37,POINT (19.06583 47.503249),4
18353,C342682005,F01082,27060.0,27060.0,11,Széll Kálmán tér M,,,4903.0,3040,C34268REHHKMK-011,1,0976,Oktogon M,,,,,1.0,-43,POINT (19.062406 47.505939),4
18354,C342682005,F00933,27180.0,27180.0,12,Széll Kálmán tér M,,,5584.0,3040,C34268REHHKMK-011,1,0976,Nyugati pályaudvar M,,,,,1.0,-56,POINT (19.056168 47.510274),4
18355,C342682005,F00925,27300.0,27300.0,13,Széll Kálmán tér M,,,6271.0,3040,C34268REHHKMK-011,1,0976,Jászai Mari tér,,,,,1.0,-67,POINT (19.048177 47.513099),4
18356,C342682005,F00141,27420.0,27420.0,14,Széll Kálmán tér M,,,6751.0,3040,C34268REHHKMK-011,1,0976,Margitsziget / Margit híd,,,,,1.0,-93,POINT (19.042521 47.514717),4
18357,C342682005,F00192,27480.0,27480.0,15,Széll Kálmán tér M,,,7083.0,3040,C34268REHHKMK-011,1,0976,"Margit híd, budai hídfő H",,,,,1.0,-92,POINT (19.038193 47.514618),4
